lake_name,age_CE,summer_temperature,winter_temperature,summer_precipitation,winter_precipitation,layer,detrended_thickness,record_ID
Ayr Lake,1788,-1.1134501139322879,-27.649130249023415,36.34312184651693,13.333966890970865,varve,0.3599999999999999,Ayr Lake - varve
Ayr Lake,1789,-0.8159952799479129,-30.482972208658822,36.61791801452637,11.6521848042806,varve,-0.6800000000000002,Ayr Lake - varve
Ayr Lake,1790,-1.1897745768229129,-32.32677307128904,38.41734250386556,13.234140078226725,varve,-0.55,Ayr Lake - varve
Ayr Lake,1791,-1.1468465169270416,-29.73411661783851,37.86771138509115,13.602800051371256,varve,0.42999999999999994,Ayr Lake - varve
Ayr Lake,1792,-1.3760640462239166,-30.675441487630195,38.96253204345703,12.801586786905924,varve,-0.44000000000000006,Ayr Lake - varve
Ayr Lake,1793,-1.2894144694010379,-31.147782389322884,35.381693522135414,12.03967253367106,varve,0.34999999999999987,Ayr Lake - varve
Ayr Lake,1794,-1.3565734863281023,-29.84948323567707,36.40690612792969,12.333234151204428,varve,0.41000000000000014,Ayr Lake - varve
Ayr Lake,1795,-1.2887532552082916,-30.547750854492165,38.47719192504883,12.599122047424316,varve,0.95,Ayr Lake - varve
Ayr Lake,1796,-1.1872619628906023,-30.239355468749977,37.01527086893717,11.120562871297201,varve,0.67,Ayr Lake - varve
Ayr Lake,1797,-0.8498087565104129,-30.531759643554665,36.513153076171875,13.44343121846517,varve,-0.09999999999999998,Ayr Lake - varve
Ayr Lake,1798,-1.1847391764322879,-29.911235555013008,39.65194320678711,13.164090792338053,varve,-0.13,Ayr Lake - varve
Ayr Lake,1799,-1.0018981933593523,-28.000870768229134,35.15601094563802,12.915403683980307,varve,1.04,Ayr Lake - varve
Ayr Lake,1800,-1.0481323242187273,-29.571839396158822,36.124778747558594,14.598975817362467,varve,-0.01,Ayr Lake - varve
Ayr Lake,1801,-0.9184834798176666,-30.169617716471322,35.84894307454427,12.106467882792154,varve,-0.13,Ayr Lake - varve
Ayr Lake,1802,-0.9822652180989166,-30.421118164062477,34.93380991617838,13.444648424784342,varve,-0.29,Ayr Lake - varve
Ayr Lake,1803,-1.1260640462239166,-29.750387573242165,37.28093592325846,12.433305740356445,varve,-0.05999999999999994,Ayr Lake - varve
Ayr Lake,1804,-1.0157938639322879,-29.869482421874977,36.29865264892578,12.442225456237793,varve,-0.03000000000000002,Ayr Lake - varve
Ayr Lake,1805,-0.8559122721354129,-29.95385335286457,38.55621083577474,14.28964614868164,varve,-0.21,Ayr Lake - varve
Ayr Lake,1806,-0.9391235351562273,-29.300746663411445,35.697182973225914,12.075675010681152,varve,-0.2,Ayr Lake - varve
Ayr Lake,1807,-1.0231180826822879,-29.28948059082029,38.037336349487305,16.289200146993,varve,-0.07000000000000006,Ayr Lake - varve
Ayr Lake,1808,-0.8560648600260379,-28.036388142903633,40.43512471516927,13.5830717086792,varve,0.30999999999999994,Ayr Lake - varve
Ayr Lake,1809,-1.2760782877604129,-31.125743611653633,43.30830510457357,13.07454522450765,varve,1.02,Ayr Lake - varve
Ayr Lake,1810,-1.2971557617187273,-30.651159667968727,36.32437642415365,12.975095431009928,varve,1.06,Ayr Lake - varve
Ayr Lake,1811,-1.1574055989582916,-30.42149454752601,37.914773305257164,11.802762667338053,varve,2.74,Ayr Lake - varve
Ayr Lake,1812,-1.2610331217447879,-29.544032796223945,34.667446772257485,14.382092793782553,varve,-0.16000000000000003,Ayr Lake - varve
Ayr Lake,1813,-0.9074259440104129,-30.131938680013008,34.238625844319664,13.376676241556803,varve,-0.51,Ayr Lake - varve
Ayr Lake,1814,-0.8807535807291629,-29.647858683268197,39.175193786621094,12.501535415649414,varve,-0.21999999999999997,Ayr Lake - varve
Ayr Lake,1815,-1.0701761881510379,-28.768509928385384,38.08224868774414,14.380853970845541,varve,0.03000000000000002,Ayr Lake - varve
Ayr Lake,1816,-1.8007466634114166,-33.14470011393226,32.86057345072428,12.587600390116373,varve,-0.1499999999999999,Ayr Lake - varve
Ayr Lake,1817,-1.8633382161457916,-33.07598978678382,32.979492823282875,12.425028800964355,varve,0.31000000000000005,Ayr Lake - varve
Ayr Lake,1818,-1.2218892415364166,-30.641307576497383,39.80252583821615,11.67916456858317,varve,0,Ayr Lake - varve
Ayr Lake,1819,-1.5430155436197879,-27.38701985677082,39.70481872558594,13.18621857961019,varve,-0.2300000000000001,Ayr Lake - varve
Ayr Lake,1820,-1.3298909505207916,-29.963715616861947,39.06750297546387,13.23623530069987,varve,-0.32999999999999996,Ayr Lake - varve
Ayr Lake,1821,-1.1392883300781023,-30.398219807942695,36.6836363474528,13.370932261149088,varve,-0.5599999999999999,Ayr Lake - varve
Ayr Lake,1822,-1.1099202473957916,-29.138764444986947,37.96072260538737,12.918191909790039,varve,0.48,Ayr Lake - varve
Ayr Lake,1823,-1.4020751953124773,-31.346955362955697,37.50896072387695,12.01194953918457,varve,0.47,Ayr Lake - varve
Ayr Lake,1824,-1.1518208821614166,-30.483485921223945,35.299339294433594,14.302005132039389,varve,-0.1200000000000001,Ayr Lake - varve
Ayr Lake,1825,-1.2213399251301666,-30.887513224283822,36.960039138793945,14.409440040588379,varve,0.10999999999999988,Ayr Lake - varve
Ayr Lake,1826,-1.2428649902343523,-28.24369913736976,40.483865102132164,12.877889633178711,varve,-0.18999999999999995,Ayr Lake - varve
Ayr Lake,1827,-1.2865254720051666,-30.792313639322884,36.3904603322347,13.967653274536133,varve,-0.5499999999999999,Ayr Lake - varve
Ayr Lake,1828,-0.9716145833332916,-29.797455851236947,35.319864908854164,12.3920316696167,varve,0.4900000000000002,Ayr Lake - varve
Ayr Lake,1829,-1.2721720377604129,-28.492046101888008,38.48153177897135,13.194294293721518,varve,0.05000000000000004,Ayr Lake - varve
Ayr Lake,1830,-1.1265421549479129,-27.54539591471351,35.58629926045736,15.050831158955893,varve,2.65,Ayr Lake - varve
Ayr Lake,1831,-1.1957356770832916,-30.15489807128904,36.69395065307617,14.895992596944174,varve,0.97,Ayr Lake - varve
Ayr Lake,1832,-1.4188293457031023,-32.05131632486976,35.297865549723305,10.33910846710205,varve,2.49,Ayr Lake - varve
Ayr Lake,1833,-1.2681335449218523,-31.878261311848945,39.773070653279625,11.377212206522623,varve,1.91,Ayr Lake - varve
Ayr Lake,1834,-1.5245524088541629,-32.983964029947884,37.47346750895182,11.222490628560385,varve,3.22,Ayr Lake - varve
Ayr Lake,1835,-1.3286397298176666,-30.407558186848945,36.10583813985189,12.012282371520996,varve,1.0500000000000005,Ayr Lake - varve
Ayr Lake,1836,-1.9246582031249773,-31.482422892252572,35.61677106221517,13.093870480855307,varve,-0.6599999999999999,Ayr Lake - varve
Ayr Lake,1837,-1.0729227701822879,-30.093242390950508,33.21498807271322,11.663634300231934,varve,-0.7799999999999998,Ayr Lake - varve
Ayr Lake,1838,-1.2928629557291629,-31.493409220377572,39.90569051106771,13.421881357828775,varve,0.2799999999999998,Ayr Lake - varve
Ayr Lake,1839,-1.0806233723957916,-29.907303873697884,39.04722213745117,13.045119285583496,varve,0.2799999999999998,Ayr Lake - varve
Ayr Lake,1840,-1.2250630696614166,-28.737203979492165,35.850579579671226,13.17577075958252,varve,-0.74,Ayr Lake - varve
Ayr Lake,1841,-1.3285074869791629,-30.552257283528633,37.64565086364746,12.530635833740234,varve,-1.22,Ayr Lake - varve
Ayr Lake,1842,-1.3380493164062273,-30.495326741536445,38.85754076639811,11.391935666402182,varve,0.00999999999999978,Ayr Lake - varve
Ayr Lake,1843,-1.3654439290364166,-32.09574483235676,36.41433842976888,12.99357795715332,varve,0,Ayr Lake - varve
Ayr Lake,1844,-1.2010253906249773,-30.251048787434883,38.38324864705404,12.245155652364096,varve,3.21,Ayr Lake - varve
Ayr Lake,1845,-0.9460713704426666,-29.646124267578102,35.96277745564779,13.639218012491861,varve,-0.3600000000000001,Ayr Lake - varve
Ayr Lake,1846,-1.0846618652343523,-27.232850138346322,36.47262827555338,15.345908800760904,varve,-0.95,Ayr Lake - varve
Ayr Lake,1847,-1.0844177246093523,-30.61962483723957,35.27063306172689,16.85775375366211,varve,0.06000000000000005,Ayr Lake - varve
Ayr Lake,1848,-1.1791544596354129,-32.06719055175779,39.1552619934082,12.371917406717936,varve,0,Ayr Lake - varve
Ayr Lake,1849,-1.1929687499999773,-29.61730041503904,37.81114641825358,13.197339057922363,varve,0.45,Ayr Lake - varve
Ayr Lake,1850,-0.9339965820312273,-30.835836791992165,37.935045878092446,12.423371315002441,varve,-0.3800000000000001,Ayr Lake - varve
