lake_name,age_CE,layer,detrended_thickness
Blue Lake,1864,varve,-0.22000000000000003
Blue Lake,1863,varve,0.1499999999999999
Blue Lake,1862,varve,-0.21000000000000002
Blue Lake,1861,varve,0
Blue Lake,1860,varve,0.22999999999999998
Blue Lake,1859,varve,0
Blue Lake,1858,varve,-0.27999999999999997
Blue Lake,1857,varve,-0.31999999999999995
Blue Lake,1856,varve,0.45000000000000007
Blue Lake,1855,varve,0.25
Blue Lake,1854,varve,0.33999999999999997
Blue Lake,1853,varve,-0.12000000000000005
Blue Lake,1852,varve,-0.16000000000000003
Blue Lake,1851,varve,0.27
Blue Lake,1850,varve,0.23000000000000004
Blue Lake,1849,varve,0.54
Blue Lake,1848,varve,0.42000000000000004
Blue Lake,1847,varve,-0.06
Blue Lake,1846,varve,-0.22999999999999998
Blue Lake,1845,varve,-0.16999999999999998
Blue Lake,1844,varve,-0.06
Blue Lake,1843,varve,0
Blue Lake,1842,varve,-0.12
Blue Lake,1841,varve,-0.14
Blue Lake,1840,varve,0
Blue Lake,1839,varve,0
Blue Lake,1838,varve,0
Blue Lake,1837,varve,0.20999999999999996
Blue Lake,1836,varve,-0.08000000000000002
Blue Lake,1835,varve,0.13
Blue Lake,1834,varve,0.18999999999999995
Blue Lake,1833,varve,0.22999999999999998
Blue Lake,1832,varve,-0.25999999999999995
Blue Lake,1831,varve,0.05999999999999994
Blue Lake,1830,varve,0.040000000000000036
Blue Lake,1829,varve,-0.22999999999999998
Blue Lake,1828,varve,-0.15000000000000002
Blue Lake,1827,varve,0.30999999999999994
Blue Lake,1826,varve,1.31
Blue Lake,1825,varve,0.87
Blue Lake,1824,varve,0
Blue Lake,1823,varve,-0.020000000000000018
Blue Lake,1822,varve,0.040000000000000036
Blue Lake,1821,varve,-0.03999999999999998
Blue Lake,1820,varve,-0.09999999999999998
Blue Lake,1819,varve,0.13
Blue Lake,1818,varve,0.09999999999999998
Blue Lake,1817,varve,0
Blue Lake,1816,varve,-0.07999999999999996
Blue Lake,1815,varve,-0.14999999999999997
Blue Lake,1814,varve,-0.09999999999999998
Blue Lake,1813,varve,0.31
Blue Lake,1812,varve,-0.010000000000000009
Blue Lake,1811,varve,0
Blue Lake,1810,varve,0.6100000000000001
Blue Lake,1809,varve,0.28
Blue Lake,1808,varve,-0.19
Blue Lake,1807,varve,-0.2
Blue Lake,1806,varve,0.22999999999999998
Blue Lake,1805,varve,0.009999999999999898
Blue Lake,1804,varve,-0.16999999999999993
Blue Lake,1803,varve,-0.18000000000000005
Blue Lake,1802,varve,0.20999999999999996
Blue Lake,1801,varve,0
Blue Lake,1800,varve,0.22999999999999998
Blue Lake,1799,varve,-0.050000000000000044
Blue Lake,1798,varve,0.07999999999999996
Blue Lake,1797,varve,0
Blue Lake,1796,varve,1.5099999999999998
Blue Lake,1795,varve,0.15999999999999992
Blue Lake,1794,varve,-0.18000000000000005
Blue Lake,1793,varve,-0.030000000000000027
Blue Lake,1792,varve,-0.25000000000000006
Blue Lake,1791,varve,-0.14
Blue Lake,1790,varve,2.34
Blue Lake,1789,varve,-0.18000000000000005
Blue Lake,1788,varve,0.14
Blue Lake,1787,varve,-0.010000000000000009
Blue Lake,1786,varve,-0.010000000000000009
Blue Lake,1785,varve,0.14
Blue Lake,1784,varve,0.18000000000000005
Blue Lake,1783,varve,0.35
Blue Lake,1782,varve,0.5999999999999999
Blue Lake,1781,varve,-0.08000000000000002
Blue Lake,1780,varve,-0.30000000000000004
Blue Lake,1779,varve,-0.11000000000000004
Blue Lake,1778,varve,-0.15000000000000002
Blue Lake,1777,varve,0.31999999999999995
Blue Lake,1776,varve,0.16999999999999993
Blue Lake,1775,varve,-0.12000000000000005
Blue Lake,1774,varve,0.07
Blue Lake,1773,varve,0.08000000000000002
Blue Lake,1772,varve,0.48999999999999994
Blue Lake,1771,varve,-0.040000000000000036
Blue Lake,1770,varve,-0.07
Blue Lake,1769,varve,0.05999999999999994
Blue Lake,1768,varve,0.20999999999999996
Blue Lake,1767,varve,-0.23000000000000004
Blue Lake,1766,varve,-0.16000000000000003
Chala,1866,light layer,-0.34
Chala,1865,light layer,-0.4
Chala,1864,light layer,0
Chala,1863,light layer,1.34
Chala,1862,light layer,0.05999999999999994
Chala,1861,light layer,1.18
Chala,1860,light layer,-0.30000000000000004
Chala,1859,light layer,-0.4
Chala,1858,light layer,-0.010000000000000009
Chala,1857,light layer,0.25
Chala,1856,light layer,0.3899999999999999
Chala,1855,light layer,0.020000000000000018
Chala,1854,light layer,1.0999999999999999
Chala,1853,light layer,0
Chala,1852,light layer,-0.33000000000000007
Chala,1851,light layer,-0.10000000000000009
Chala,1850,light layer,-0.030000000000000027
Chala,1849,light layer,2.3200000000000003
Chala,1848,light layer,0.71
Chala,1847,light layer,-0.65
Chala,1846,light layer,-0.5700000000000001
Chala,1845,light layer,-0.71
Chala,1844,light layer,-0.38
Chala,1843,light layer,-0.55
Chala,1842,light layer,0.95
Chala,1841,light layer,1.15
Chala,1840,light layer,0.30000000000000004
Chala,1839,light layer,0.56
Chala,1838,light layer,-0.29999999999999993
Chala,1837,light layer,-0.6
Chala,1836,light layer,0.30000000000000004
Chala,1835,light layer,-0.09999999999999998
Chala,1834,light layer,-0.4
Chala,1833,light layer,0.30000000000000004
Chala,1832,light layer,-0.5
Chala,1831,light layer,0
Chala,1830,light layer,-0.4
Chala,1829,light layer,1.8
Chala,1828,light layer,1
Chala,1827,light layer,-0.30000000000000004
Chala,1826,light layer,0.75
Chala,1825,light layer,-0.10000000000000009
Chala,1824,light layer,-0.5
Chala,1823,light layer,-0.5
Chala,1822,light layer,4.66
Chala,1821,light layer,-0.09999999999999998
Chala,1820,light layer,-0.17999999999999994
Chala,1819,light layer,2.58
Chala,1818,light layer,2.4
Chala,1817,light layer,0.21999999999999997
Chala,1816,light layer,-0.18000000000000005
Chala,1815,light layer,0.8
Chala,1814,light layer,0.15999999999999992
Chala,1813,light layer,0.08000000000000007
Chala,1812,light layer,-0.19999999999999996
Chala,1811,light layer,-0.5800000000000001
Chala,1810,light layer,-0.30000000000000004
Chala,1809,light layer,0.3400000000000001
Chala,1808,light layer,0
Chala,1807,light layer,-0.020000000000000018
Chala,1806,light layer,0.31999999999999984
Chala,1805,light layer,0.5799999999999998
Chala,1804,light layer,0.8
Chala,1803,light layer,-0.4
Chala,1802,light layer,-0.78
Chala,1801,light layer,0.72
Chala,1800,light layer,-0.08000000000000007
Chala,1799,light layer,0
Chala,1798,light layer,-0.8
Chala,1797,light layer,-0.6400000000000001
Chala,1796,light layer,-0.7000000000000001
Chala,1795,light layer,-0.6000000000000001
Chala,1794,light layer,0
Chala,1793,light layer,0.5
Chala,1792,light layer,0.10000000000000009
Chala,1791,light layer,-0.6000000000000001
Chala,1790,light layer,1
Chala,1789,light layer,0.7999999999999999
Chala,1788,light layer,0.66
Chala,1787,light layer,1.9799999999999998
Chala,1786,light layer,0.94
Chala,1785,light layer,0.3799999999999999
Chala,1784,light layer,-0.33999999999999997
Chala,1783,light layer,-0.14
Chala,1782,light layer,-0.6000000000000001
Chala,1781,light layer,-0.56
Chala,1780,light layer,-0.19999999999999996
Chala,1779,light layer,-0.5
Chala,1778,light layer,0
Chala,1777,light layer,-0.64
Chala,1776,light layer,0.13
Chala,1775,light layer,-0.36
Chala,1774,light layer,-0.20000000000000007
Chala,1773,light layer,0.74
Chala,1772,light layer,0.4
Chala,1771,light layer,0.33999999999999997
Chala,1770,light layer,1.4
Chala,1769,light layer,0.42
Chala,1768,light layer,1.5
Chala,1767,light layer,1.1400000000000001
Chala,1766,light layer,-0.09999999999999998
Chevalier,1866,dark layer,-0.12
Chevalier,1865,dark layer,-0.14900000000000002
Chevalier,1864,dark layer,-0.15300000000000002
Chevalier,1863,dark layer,-0.121
Chevalier,1862,dark layer,-0.11399999999999999
Chevalier,1861,dark layer,0
Chevalier,1860,dark layer,0.12
Chevalier,1859,dark layer,0.2919999999999999
Chevalier,1858,dark layer,0.249
Chevalier,1857,dark layer,0.14300000000000002
Chevalier,1856,dark layer,0
Chevalier,1855,dark layer,-0.0030000000000000027
Chevalier,1854,dark layer,0.07699999999999996
Chevalier,1853,dark layer,0.020000000000000018
Chevalier,1852,dark layer,-0.02300000000000002
Chevalier,1851,dark layer,-0.22499999999999998
Chevalier,1850,dark layer,-0.247
Chevalier,1849,dark layer,-0.15100000000000002
Chevalier,1848,dark layer,0.03200000000000003
Chevalier,1847,dark layer,0.16900000000000004
Chevalier,1846,dark layer,0.006000000000000005
Chevalier,1845,dark layer,-0.17400000000000004
Chevalier,1844,dark layer,-0.336
Chevalier,1843,dark layer,-0.264
Chevalier,1842,dark layer,0
Chevalier,1841,dark layer,0.43900000000000006
Chevalier,1840,dark layer,0.563
Chevalier,1839,dark layer,0.2650000000000001
Chevalier,1838,dark layer,-0.006000000000000005
Chevalier,1837,dark layer,0
Chevalier,1836,dark layer,0.18799999999999994
Chevalier,1835,dark layer,0.19500000000000006
Chevalier,1834,dark layer,0.119
Chevalier,1833,dark layer,0
Chevalier,1832,dark layer,0
Chevalier,1831,dark layer,0
Chevalier,1830,dark layer,0
Chevalier,1829,dark layer,-0.243
Chevalier,1828,dark layer,-0.16699999999999993
Chevalier,1827,dark layer,-0.020000000000000018
Chevalier,1826,dark layer,0.14900000000000002
Chevalier,1825,dark layer,0.16699999999999993
Chevalier,1824,dark layer,0.09799999999999998
Chevalier,1823,dark layer,0
Chevalier,1822,dark layer,-0.11400000000000005
Chevalier,1821,dark layer,-0.255
Chevalier,1820,dark layer,-0.324
Chevalier,1819,dark layer,-0.302
Chevalier,1818,dark layer,-0.16000000000000003
Chevalier,1817,dark layer,0.09999999999999998
Chevalier,1816,dark layer,0.45599999999999996
Chevalier,1815,dark layer,0.595
Chevalier,1814,dark layer,0.3440000000000001
Chevalier,1813,dark layer,0.06499999999999995
Chevalier,1812,dark layer,-0.09999999999999998
Chevalier,1811,dark layer,-0.025999999999999912
Chevalier,1810,dark layer,-0.122
Chevalier,1809,dark layer,-0.14400000000000002
Chevalier,1808,dark layer,-0.236
Chevalier,1807,dark layer,0.018000000000000016
Chevalier,1806,dark layer,0.27700000000000014
Chevalier,1805,dark layer,0.595
Chevalier,1804,dark layer,0.3520000000000001
Chevalier,1803,dark layer,0.07599999999999996
Chevalier,1802,dark layer,-0.13
Chevalier,1801,dark layer,-0.07800000000000007
Chevalier,1800,dark layer,-0.041000000000000036
Chevalier,1799,dark layer,-0.019000000000000017
Chevalier,1798,dark layer,-0.007000000000000006
Chevalier,1797,dark layer,0
Chevalier,1796,dark layer,-0.038000000000000034
Chevalier,1795,dark layer,0
Chevalier,1794,dark layer,0.7970000000000002
Chevalier,1793,dark layer,1.924
Chevalier,1792,dark layer,2.302
Chevalier,1791,dark layer,1.956
Chevalier,1790,dark layer,0.8940000000000001
Chevalier,1789,dark layer,0.1050000000000002
Chevalier,1788,dark layer,-0.04299999999999993
Chevalier,1787,dark layer,0.018000000000000016
Chevalier,1786,dark layer,0
Chevalier,1785,dark layer,-0.21000000000000008
Chevalier,1784,dark layer,-0.29700000000000004
Chevalier,1783,dark layer,-0.19299999999999995
Chevalier,1782,dark layer,0.05800000000000005
Chevalier,1781,dark layer,0.09699999999999998
Chevalier,1780,dark layer,0.029000000000000026
Chevalier,1779,dark layer,-0.18599999999999994
Chevalier,1778,dark layer,-0.348
Chevalier,1777,dark layer,-0.26
Chevalier,1776,dark layer,-0.09699999999999998
Chevalier,1775,dark layer,0.20300000000000007
Chevalier,1774,dark layer,0.505
Chevalier,1773,dark layer,0.8960000000000001
Chevalier,1772,dark layer,1.0150000000000001
Chevalier,1771,dark layer,0.6679999999999999
Chevalier,1770,dark layer,0.1120000000000001
Chevalier,1769,dark layer,-0.14200000000000002
Chevalier,1768,dark layer,-0.07399999999999995
Chevalier,1767,dark layer,0.09899999999999998
Chevalier,1766,dark layer,0.11699999999999999
Donard,1866,varve,0.52
Donard,1865,varve,-0.09000000000000008
Donard,1864,varve,0.020000000000000018
Donard,1863,varve,-0.12
Donard,1862,varve,-0.09999999999999998
Donard,1861,varve,0.04999999999999993
Donard,1860,varve,-0.15000000000000002
Donard,1859,varve,-0.21999999999999997
Donard,1858,varve,-0.06000000000000005
Donard,1857,varve,-0.31
Donard,1856,varve,0
Donard,1855,varve,0.20999999999999996
Donard,1854,varve,-0.24
Donard,1853,varve,0.3800000000000001
Donard,1852,varve,0
Donard,1851,varve,-0.12
Donard,1850,varve,0.46999999999999986
Donard,1849,varve,0.20999999999999996
Donard,1848,varve,0.46999999999999986
Donard,1847,varve,0.12
Donard,1846,varve,-0.24000000000000005
Donard,1845,varve,-0.17000000000000004
Donard,1844,varve,-0.21000000000000002
Donard,1843,varve,0.17000000000000004
Donard,1842,varve,-0.24
Donard,1841,varve,0.54
Donard,1840,varve,0.52
Donard,1839,varve,0.53
Donard,1838,varve,-0.19999999999999996
Donard,1837,varve,-0.09999999999999998
Donard,1836,varve,-0.10999999999999999
Donard,1835,varve,0.010000000000000009
Donard,1834,varve,-0.29
Donard,1833,varve,0.27
Donard,1832,varve,0.010000000000000009
Donard,1831,varve,-0.14
Donard,1830,varve,-0.17999999999999994
Donard,1829,varve,0
Donard,1828,varve,0.35
Donard,1827,varve,0.19000000000000006
Donard,1826,varve,-0.040000000000000036
Donard,1825,varve,-0.08000000000000007
Donard,1824,varve,0.63
Donard,1823,varve,-0.07000000000000006
Donard,1822,varve,0.6900000000000001
Donard,1821,varve,0.29999999999999993
Donard,1820,varve,1.29
Donard,1819,varve,0
Donard,1818,varve,0.17999999999999994
Donard,1817,varve,-0.06000000000000005
Donard,1816,varve,0
Donard,1815,varve,-0.31000000000000005
Donard,1814,varve,-0.36000000000000004
Donard,1813,varve,0.7399999999999999
Donard,1812,varve,0
Donard,1811,varve,0.30999999999999994
Donard,1810,varve,0.14
Donard,1809,varve,-0.32
Donard,1808,varve,-0.21000000000000002
Donard,1807,varve,-0.08000000000000007
Donard,1806,varve,0.06999999999999995
Donard,1805,varve,-0.15000000000000002
Donard,1804,varve,0.13
Donard,1803,varve,0.040000000000000036
Donard,1802,varve,-0.019999999999999907
Donard,1801,varve,-0.22000000000000003
Donard,1800,varve,0.25
Donard,1799,varve,0.21999999999999997
Donard,1798,varve,-0.06999999999999995
Donard,1797,varve,0.12
Donard,1796,varve,-0.3400000000000001
Donard,1795,varve,-0.2700000000000001
Donard,1794,varve,0.12
Donard,1793,varve,-0.010000000000000009
Donard,1792,varve,0.05999999999999994
Donard,1791,varve,-0.2700000000000001
Donard,1790,varve,-0.22000000000000003
Donard,1789,varve,0.039999999999999925
Donard,1788,varve,0
Donard,1787,varve,-0.13999999999999996
Donard,1786,varve,0.08999999999999997
Donard,1785,varve,0.18000000000000005
Donard,1784,varve,0.030000000000000027
Donard,1783,varve,-0.18
Donard,1782,varve,-0.18999999999999995
Donard,1781,varve,-0.22999999999999998
Donard,1780,varve,-0.19
Donard,1779,varve,-0.2
Donard,1778,varve,0.15000000000000002
Donard,1777,varve,0.7000000000000001
Donard,1776,varve,0.12
Donard,1775,varve,0
Donard,1774,varve,0.18000000000000005
Donard,1773,varve,0.31999999999999995
Donard,1772,varve,0.039999999999999925
Donard,1771,varve,-0.07000000000000006
Donard,1770,varve,-0.33
Donard,1769,varve,0.12
Donard,1768,varve,-0.27
Donard,1767,varve,0.08000000000000007
Donard,1766,varve,0.53
East Lake_1,1866,varve,5.895
East Lake_1,1865,varve,0.18999999999999995
East Lake_1,1864,varve,-0.2430000000000001
East Lake_1,1863,varve,-0.21199999999999997
East Lake_1,1862,varve,-0.18999999999999995
East Lake_1,1861,varve,-0.43399999999999994
East Lake_1,1860,varve,0.29700000000000015
East Lake_1,1859,varve,-0.8039999999999999
East Lake_1,1858,varve,-0.08499999999999996
East Lake_1,1857,varve,0.46599999999999997
East Lake_1,1856,varve,-0.276
East Lake_1,1855,varve,6.010999999999999
East Lake_1,1854,varve,0
East Lake_1,1853,varve,7.090999999999999
East Lake_1,1852,varve,-1.5870000000000002
East Lake_1,1851,varve,0
East Lake_1,1850,varve,6.615
East Lake_1,1849,varve,0.23299999999999965
East Lake_1,1848,varve,13.97
East Lake_1,1847,varve,0.1589999999999998
East Lake_1,1846,varve,-1.3439999999999999
East Lake_1,1845,varve,-1.2489999999999999
East Lake_1,1844,varve,0
East Lake_1,1843,varve,-0.11599999999999988
East Lake_1,1842,varve,0.48599999999999977
East Lake_1,1841,varve,2.625
East Lake_1,1840,varve,-0.508
East Lake_1,1839,varve,0
East Lake_1,1838,varve,-0.3599999999999999
East Lake_1,1837,varve,0.30699999999999994
East Lake_1,1836,varve,-0.264
East Lake_1,1835,varve,-0.2749999999999999
East Lake_1,1834,varve,0.8680000000000001
East Lake_1,1833,varve,0.254
East Lake_1,1832,varve,-0.3810000000000001
East Lake_1,1831,varve,0.16899999999999993
East Lake_1,1830,varve,0.22199999999999998
East Lake_1,1829,varve,0.10599999999999998
East Lake_1,1828,varve,0.29600000000000015
East Lake_1,1827,varve,0
East Lake_1,1826,varve,-0.33899999999999997
East Lake_1,1825,varve,-0.1489999999999999
East Lake_1,1824,varve,-0.48699999999999993
East Lake_1,1823,varve,-0.06300000000000006
East Lake_1,1822,varve,-0.04200000000000004
East Lake_1,1821,varve,0.052999999999999936
East Lake_1,1820,varve,0.138
East Lake_1,1819,varve,-0.31700000000000006
East Lake_1,1818,varve,0.773
East Lake_1,1817,varve,-0.11699999999999999
East Lake_1,1816,varve,-0.5499999999999999
East Lake_1,1815,varve,0.381
East Lake_1,1814,varve,-0.276
East Lake_1,1813,varve,1.3650000000000002
East Lake_1,1812,varve,4.212
East Lake_1,1811,varve,-0.3600000000000001
East Lake_1,1810,varve,0.5179999999999998
East Lake_1,1809,varve,0
East Lake_1,1808,varve,-1.227
East Lake_1,1807,varve,-0.21199999999999974
East Lake_1,1806,varve,-1.2699999999999998
East Lake_1,1805,varve,0
East Lake_1,1804,varve,0.19100000000000028
East Lake_1,1803,varve,-0.3810000000000002
East Lake_1,1802,varve,0.508
East Lake_1,1801,varve,2.9530000000000003
East Lake_1,1800,varve,1.1220000000000003
East Lake_1,1799,varve,4.138
East Lake_1,1798,varve,-0.5290000000000001
East Lake_1,1797,varve,-0.33799999999999986
East Lake_1,1796,varve,-0.42399999999999993
East Lake_1,1795,varve,0.6449999999999998
East Lake_1,1794,varve,-0.3600000000000001
East Lake_1,1793,varve,0.6780000000000002
East Lake_1,1792,varve,-0.5289999999999999
East Lake_1,1791,varve,-0.486
East Lake_1,1790,varve,0.21100000000000008
East Lake_1,1789,varve,0.42399999999999993
East Lake_1,1788,varve,-0.571
East Lake_1,1787,varve,-0.08400000000000007
East Lake_1,1786,varve,1.355
East Lake_1,1785,varve,0.020999999999999908
East Lake_1,1784,varve,-0.1259999999999999
East Lake_1,1783,varve,0.29699999999999993
