lake_name,age_CE,layer,detrended_thickness
East Lake_1,1782,varve,0.31799999999999984
East Lake_1,1781,varve,-0.18999999999999995
East Lake_1,1780,varve,-0.020999999999999908
East Lake_1,1779,varve,-0.6769999999999999
East Lake_1,1778,varve,0.31799999999999984
East Lake_1,1777,varve,0
East Lake_1,1776,varve,-0.4229999999999998
East Lake_1,1775,varve,-0.7400000000000001
East Lake_1,1774,varve,0.5509999999999999
East Lake_1,1773,varve,0.08500000000000019
East Lake_1,1772,varve,-0.5929999999999999
East Lake_1,1771,varve,2.011
East Lake_1,1770,varve,0.5919999999999999
East Lake_1,1769,varve,-0.7199999999999999
East Lake_1,1768,varve,-0.5719999999999998
East Lake_1,1767,varve,2.201
East Lake_1,1766,varve,-0.16900000000000004
East Lake_2,1866,varve,0
East Lake_2,1865,varve,-0.021199999999999997
East Lake_2,1864,varve,0.025400000000000006
East Lake_2,1863,varve,-0.0645
East Lake_2,1862,varve,-0.050799999999999984
East Lake_2,1861,varve,0.005299999999999999
East Lake_2,1860,varve,0.0116
East Lake_2,1859,varve,0.581
East Lake_2,1858,varve,0.028600000000000014
East Lake_2,1857,varve,0.0413
East Lake_2,1856,varve,0
East Lake_2,1855,varve,-0.03489999999999999
East Lake_2,1854,varve,-0.044499999999999984
East Lake_2,1853,varve,-0.020100000000000007
East Lake_2,1852,varve,-0.019100000000000006
East Lake_2,1851,varve,0.037000000000000005
East Lake_2,1850,varve,-0.06880000000000001
East Lake_2,1849,varve,-0.012700000000000017
East Lake_2,1848,varve,0.0582
East Lake_2,1847,varve,-0.037000000000000005
East Lake_2,1846,varve,0.6149
East Lake_2,1845,varve,-0.0116
East Lake_2,1844,varve,0.7906000000000001
East Lake_2,1843,varve,-0.0582
East Lake_2,1842,varve,0.08999999999999997
East Lake_2,1841,varve,0.7334
East Lake_2,1840,varve,0.08469999999999997
East Lake_2,1839,varve,0.08680000000000002
East Lake_2,1838,varve,-0.1831
East Lake_2,1837,varve,-0.10270000000000001
East Lake_2,1836,varve,-0.0032000000000000084
East Lake_2,1835,varve,-0.041200000000000014
East Lake_2,1834,varve,0.06670000000000001
East Lake_2,1833,varve,0.254
East Lake_2,1832,varve,-0.014899999999999997
East Lake_2,1831,varve,0.027500000000000024
East Lake_2,1830,varve,-0.025399999999999992
East Lake_2,1829,varve,0.038000000000000006
East Lake_2,1828,varve,-0.014799999999999994
East Lake_2,1827,varve,-0.059300000000000005
East Lake_2,1826,varve,0.0932
East Lake_2,1825,varve,0.03489999999999999
East Lake_2,1824,varve,-0.010599999999999998
East Lake_2,1823,varve,0
East Lake_2,1822,varve,0.015899999999999997
East Lake_2,1821,varve,0.0296
East Lake_2,1820,varve,0
East Lake_2,1819,varve,-0.007400000000000004
East Lake_2,1818,varve,-0.036
East Lake_2,1817,varve,-0.010599999999999998
East Lake_2,1816,varve,-0.027499999999999997
East Lake_2,1815,varve,-0.006099999999999994
East Lake_2,1814,varve,0.012700000000000003
East Lake_2,1813,varve,0
East Lake_2,1812,varve,0.019100000000000006
East Lake_2,1811,varve,-0.0223
East Lake_2,1810,varve,0.0625
East Lake_2,1809,varve,-0.007400000000000004
East Lake_2,1808,varve,-0.060300000000000006
East Lake_2,1807,varve,0.07199999999999998
East Lake_2,1806,varve,0
East Lake_2,1805,varve,0.20740000000000003
East Lake_2,1804,varve,0.37250000000000005
East Lake_2,1803,varve,-0.06770000000000001
East Lake_2,1802,varve,0.06670000000000004
East Lake_2,1801,varve,-0.013799999999999979
East Lake_2,1800,varve,-0.07619999999999999
East Lake_2,1799,varve,-0.036000000000000004
East Lake_2,1798,varve,-0.1122
East Lake_2,1797,varve,0
East Lake_2,1796,varve,0.03169999999999998
East Lake_2,1795,varve,-0.016999999999999987
East Lake_2,1794,varve,0.0952
East Lake_2,1793,varve,0.33229999999999993
East Lake_2,1792,varve,0.12700000000000003
East Lake_2,1791,varve,0.3852
East Lake_2,1790,varve,-0.03489999999999999
East Lake_2,1789,varve,-0.009500000000000008
East Lake_2,1788,varve,-0.06449999999999999
East Lake_2,1787,varve,0.0794
East Lake_2,1786,varve,-0.041200000000000014
East Lake_2,1785,varve,0.06869999999999998
East Lake_2,1784,varve,0
East Lake_2,1783,varve,-0.058300000000000005
East Lake_2,1782,varve,-0.005299999999999999
East Lake_2,1781,varve,0.0476
East Lake_2,1780,varve,-0.03710000000000001
East Lake_2,1779,varve,-0.0063
East Lake_2,1778,varve,0.1546
East Lake_2,1777,varve,0
East Lake_2,1776,varve,-0.025399999999999992
East Lake_2,1775,varve,0
East Lake_2,1774,varve,0.012699999999999989
East Lake_2,1773,varve,0.013800000000000007
East Lake_2,1772,varve,0.01050000000000001
East Lake_2,1771,varve,-0.0709
East Lake_2,1770,varve,0.021100000000000008
East Lake_2,1769,varve,-0.033899999999999986
East Lake_2,1768,varve,-0.04759999999999999
East Lake_2,1767,varve,-0.06769999999999998
East Lake_2,1766,varve,0.07830000000000001
Elk Lake,1866,varve,NA
Elk Lake,1865,varve,0.25
Elk Lake,1864,varve,0.08999999999999986
Elk Lake,1863,varve,-0.5
Elk Lake,1862,varve,0.41000000000000014
Elk Lake,1861,varve,-0.5
Elk Lake,1860,varve,0
Elk Lake,1859,varve,0.16000000000000014
Elk Lake,1858,varve,-0.08999999999999986
Elk Lake,1857,varve,-0.08999999999999986
Elk Lake,1856,varve,-0.92
Elk Lake,1855,varve,-0.25
Elk Lake,1854,varve,0.25
Elk Lake,1853,varve,0.75
Elk Lake,1852,varve,0.25
Elk Lake,1851,varve,0
Elk Lake,1850,varve,0.25
Elk Lake,1849,varve,0
Elk Lake,1848,varve,-0.5800000000000001
Elk Lake,1847,varve,-0.41000000000000014
Elk Lake,1846,varve,0
Elk Lake,1845,varve,-0.5
Elk Lake,1844,varve,0.16999999999999993
Elk Lake,1843,varve,0
Elk Lake,1842,varve,0
Elk Lake,1841,varve,-0.33000000000000007
Elk Lake,1840,varve,0
Elk Lake,1839,varve,0.25
Elk Lake,1838,varve,1.08
Elk Lake,1837,varve,1.17
Elk Lake,1836,varve,0
Elk Lake,1835,varve,0
Elk Lake,1834,varve,0.08000000000000007
Elk Lake,1833,varve,0.9199999999999999
Elk Lake,1832,varve,0.16999999999999993
Elk Lake,1831,varve,0
Elk Lake,1830,varve,-0.4900000000000002
Elk Lake,1829,varve,-0.2400000000000002
Elk Lake,1828,varve,-0.41999999999999993
Elk Lake,1827,varve,0
Elk Lake,1826,varve,-0.25
Elk Lake,1825,varve,0.25
Elk Lake,1824,varve,0.41000000000000014
Elk Lake,1823,varve,0.5
Elk Lake,1822,varve,0.08000000000000007
Elk Lake,1821,varve,0
Elk Lake,1820,varve,0
Elk Lake,1819,varve,0
Elk Lake,1818,varve,0.33000000000000007
Elk Lake,1817,varve,-0.08999999999999986
Elk Lake,1816,varve,-0.08999999999999986
Elk Lake,1815,varve,-0.6699999999999999
Elk Lake,1814,varve,0.41000000000000014
Elk Lake,1813,varve,-0.6699999999999999
Elk Lake,1812,varve,-0.5
Elk Lake,1811,varve,0.33000000000000007
Elk Lake,1810,varve,0.8399999999999999
Elk Lake,1809,varve,-0.33000000000000007
Elk Lake,1808,varve,0
Elk Lake,1807,varve,0.25
Elk Lake,1806,varve,-0.16999999999999993
Elk Lake,1805,varve,-0.25
Elk Lake,1804,varve,0.6699999999999999
Elk Lake,1803,varve,0.16999999999999993
Elk Lake,1802,varve,-0.41999999999999993
Elk Lake,1801,varve,0.08000000000000007
Elk Lake,1800,varve,0.25
Elk Lake,1799,varve,-0.5800000000000001
Elk Lake,1798,varve,0.33000000000000007
Elk Lake,1797,varve,-0.08000000000000007
Elk Lake,1796,varve,-0.16999999999999993
Elk Lake,1795,varve,-0.25
Elk Lake,1794,varve,0.6699999999999999
Elk Lake,1793,varve,0
Elk Lake,1792,varve,0
Elk Lake,1791,varve,0.41999999999999993
Elk Lake,1790,varve,0.25
Elk Lake,1789,varve,-0.16999999999999993
Elk Lake,1788,varve,0.5
Elk Lake,1787,varve,-0.41999999999999993
Elk Lake,1786,varve,-0.8399999999999999
Elk Lake,1785,varve,0
Elk Lake,1784,varve,0
Elk Lake,1783,varve,0.33000000000000007
Elk Lake,1782,varve,0.5
Elk Lake,1781,varve,0.5800000000000001
Elk Lake,1780,varve,-0.08999999999999986
Elk Lake,1779,varve,-0.33999999999999986
Elk Lake,1778,varve,0
Elk Lake,1777,varve,0
Elk Lake,1776,varve,-0.41999999999999993
Elk Lake,1775,varve,0.5
Elk Lake,1774,varve,-0.08000000000000007
Elk Lake,1773,varve,-0.25
Elk Lake,1772,varve,0.5
Elk Lake,1771,varve,0
Elk Lake,1770,varve,-0.26
Elk Lake,1769,varve,0.33000000000000007
Elk Lake,1768,varve,-0.33999999999999986
Elk Lake,1767,varve,0.08000000000000007
Elk Lake,1766,varve,0
Etoliko,1866,dark layer,0.030000000000000027
Etoliko,1865,dark layer,0.7499999999999998
Etoliko,1864,dark layer,0.15000000000000013
Etoliko,1863,dark layer,-0.17999999999999994
Etoliko,1862,dark layer,-0.56
Etoliko,1861,dark layer,0.19999999999999996
Etoliko,1860,dark layer,0
Etoliko,1859,dark layer,-0.07000000000000006
Etoliko,1858,dark layer,0
Etoliko,1857,dark layer,1.2099999999999997
Etoliko,1856,dark layer,-0.08000000000000007
Etoliko,1855,dark layer,0.09999999999999987
Etoliko,1854,dark layer,0.1499999999999999
Etoliko,1853,dark layer,-0.5800000000000001
Etoliko,1852,dark layer,0.10999999999999988
Etoliko,1851,dark layer,-0.04999999999999982
Etoliko,1850,dark layer,-0.48
Etoliko,1849,dark layer,-0.26
Etoliko,1848,dark layer,0.5
Etoliko,1847,dark layer,0.25
Etoliko,1846,dark layer,-0.21999999999999997
Etoliko,1845,dark layer,0.20999999999999996
Etoliko,1844,dark layer,0.7899999999999998
Etoliko,1843,dark layer,-0.1200000000000001
Etoliko,1842,dark layer,0.15999999999999992
Etoliko,1841,dark layer,0.21999999999999997
Etoliko,1840,dark layer,-0.28
Etoliko,1839,dark layer,-0.3700000000000001
Etoliko,1838,dark layer,-0.29000000000000004
Etoliko,1837,dark layer,-0.4900000000000001
Etoliko,1836,dark layer,0.8199999999999998
Etoliko,1835,dark layer,-0.48
Etoliko,1834,dark layer,-0.09999999999999998
Etoliko,1833,dark layer,-0.09999999999999998
Etoliko,1832,dark layer,0
Etoliko,1831,dark layer,0.41999999999999993
Etoliko,1830,dark layer,0
Etoliko,1829,dark layer,0.54
Etoliko,1828,dark layer,-0.7300000000000001
Etoliko,1827,dark layer,0.8600000000000001
Etoliko,1826,dark layer,0.51
Etoliko,1825,dark layer,0.33000000000000007
Etoliko,1824,dark layer,-0.6099999999999999
Etoliko,1823,dark layer,0.010000000000000009
Etoliko,1822,dark layer,-0.38
Etoliko,1821,dark layer,-0.16000000000000003
Etoliko,1820,dark layer,0.41000000000000003
Etoliko,1819,dark layer,-0.53
Etoliko,1818,dark layer,-0.30999999999999994
Etoliko,1817,dark layer,0.010000000000000009
Etoliko,1816,dark layer,0.5399999999999999
Etoliko,1815,dark layer,-0.020000000000000018
Etoliko,1814,dark layer,0.83
Etoliko,1813,dark layer,-0.35
Etoliko,1812,dark layer,0.010000000000000009
Etoliko,1811,dark layer,-0.69
Etoliko,1810,dark layer,0.71
Etoliko,1809,dark layer,-0.7000000000000001
Etoliko,1808,dark layer,0.16999999999999993
Etoliko,1807,dark layer,-0.24
Etoliko,1806,dark layer,0.07999999999999985
Etoliko,1805,dark layer,0.07999999999999985
Etoliko,1804,dark layer,-0.07999999999999985
Etoliko,1803,dark layer,-0.6299999999999999
Etoliko,1802,dark layer,0.20999999999999996
Etoliko,1801,dark layer,0.8800000000000001
Etoliko,1800,dark layer,0.7899999999999998
Etoliko,1799,dark layer,-0.34999999999999987
Etoliko,1798,dark layer,-0.7499999999999999
Etoliko,1797,dark layer,0.41000000000000014
Etoliko,1796,dark layer,-0.6900000000000001
Etoliko,1795,dark layer,-0.9900000000000001
Etoliko,1794,dark layer,-0.48
Etoliko,1793,dark layer,0.5799999999999998
Etoliko,1792,dark layer,-0.41000000000000014
Etoliko,1791,dark layer,0.47
Etoliko,1790,dark layer,0
Etoliko,1789,dark layer,0.1499999999999999
Etoliko,1788,dark layer,0.6700000000000002
Etoliko,1787,dark layer,-0.48
Etoliko,1786,dark layer,1.33
Etoliko,1785,dark layer,0.4800000000000002
Etoliko,1784,dark layer,-0.30000000000000004
Etoliko,1783,dark layer,0.17999999999999994
Etoliko,1782,dark layer,-0.25
Etoliko,1781,dark layer,0.6000000000000001
Etoliko,1780,dark layer,0
Etoliko,1779,dark layer,0.8000000000000003
Etoliko,1778,dark layer,-0.48
Etoliko,1777,dark layer,-0.91
Etoliko,1776,dark layer,-0.76
Etoliko,1775,dark layer,0.3800000000000001
Etoliko,1774,dark layer,0.13000000000000012
Etoliko,1773,dark layer,-0.6299999999999999
Etoliko,1772,dark layer,0.5599999999999998
Etoliko,1771,dark layer,-0.3500000000000001
Etoliko,1770,dark layer,0
Etoliko,1769,dark layer,-1.2599999999999998
Etoliko,1768,dark layer,-0.32000000000000006
Etoliko,1767,dark layer,0
Etoliko,1766,dark layer,0.13000000000000012
Etoliko,1866,light layer,0.050000000000000044
Etoliko,1865,light layer,-0.29999999999999993
Etoliko,1864,light layer,-0.22999999999999998
Etoliko,1863,light layer,-0.48
Etoliko,1862,light layer,-0.019999999999999907
Etoliko,1861,light layer,0.030000000000000027
Etoliko,1860,light layer,0.25
Etoliko,1859,light layer,-0.050000000000000044
Etoliko,1858,light layer,0.44999999999999996
Etoliko,1857,light layer,-0.030000000000000027
Etoliko,1856,light layer,0.12
Etoliko,1855,light layer,0.019999999999999907
Etoliko,1854,light layer,0.030000000000000027
Etoliko,1853,light layer,0.04999999999999993
Etoliko,1852,light layer,0.29999999999999993
Etoliko,1851,light layer,-0.18000000000000005
Etoliko,1850,light layer,0.31999999999999995
Etoliko,1849,light layer,-0.26000000000000006
Etoliko,1848,light layer,-0.31000000000000005
Etoliko,1847,light layer,-0.42999999999999994
Etoliko,1846,light layer,-0.23000000000000004
Etoliko,1845,light layer,0.33999999999999997
Etoliko,1844,light layer,-0.050000000000000044
Etoliko,1843,light layer,0.32999999999999996
Etoliko,1842,light layer,0.47
Etoliko,1841,light layer,-0.08000000000000002
Etoliko,1840,light layer,0.44999999999999996
Etoliko,1839,light layer,-0.03999999999999998
Etoliko,1838,light layer,-0.04999999999999999
Etoliko,1837,light layer,-0.14999999999999997
Etoliko,1836,light layer,0.44
Etoliko,1835,light layer,0.03999999999999998
Etoliko,1834,light layer,-0.13
Etoliko,1833,light layer,0.20999999999999996
Etoliko,1832,light layer,0
Etoliko,1831,light layer,0.6799999999999999
Etoliko,1830,light layer,0.050000000000000044
Etoliko,1829,light layer,-0.36000000000000004
Etoliko,1828,light layer,-0.10999999999999999
Etoliko,1827,light layer,-0.07
Etoliko,1826,light layer,0.28
Etoliko,1825,light layer,-0.19
Etoliko,1824,light layer,-0.24
Etoliko,1823,light layer,-0.19
Etoliko,1822,light layer,0.6699999999999999
Etoliko,1821,light layer,0.15000000000000002
Etoliko,1820,light layer,0.17000000000000004
Etoliko,1819,light layer,0.09999999999999998
Etoliko,1818,light layer,-0.13000000000000006
Etoliko,1817,light layer,0.14
Etoliko,1816,light layer,0.29000000000000004
Etoliko,1815,light layer,0.12
Etoliko,1814,light layer,-0.29
Etoliko,1813,light layer,-0.41
Etoliko,1812,light layer,-0.15999999999999998
Etoliko,1811,light layer,0.7200000000000001
Etoliko,1810,light layer,-0.19999999999999996
Etoliko,1809,light layer,-0.27999999999999997
Etoliko,1808,light layer,-0.3
Etoliko,1807,light layer,0.27
Etoliko,1806,light layer,-0.010000000000000009
Etoliko,1805,light layer,0.040000000000000036
Etoliko,1804,light layer,0.65
Etoliko,1803,light layer,0.91
Etoliko,1802,light layer,0.040000000000000036
Etoliko,1801,light layer,0.010000000000000009
Etoliko,1800,light layer,-0.32999999999999996
Etoliko,1799,light layer,-0.07999999999999996
Etoliko,1798,light layer,-0.20999999999999996
Etoliko,1797,light layer,0.13
Etoliko,1796,light layer,-0.030000000000000027
Etoliko,1795,light layer,0.4800000000000001
Etoliko,1794,light layer,-0.040000000000000036
Etoliko,1793,light layer,-0.09999999999999998
Etoliko,1792,light layer,-0.20999999999999996
Etoliko,1791,light layer,-0.09999999999999998
Etoliko,1790,light layer,0.12
Etoliko,1789,light layer,0.65
Etoliko,1788,light layer,0.5599999999999999
Etoliko,1787,light layer,0.44000000000000006
Etoliko,1786,light layer,0.69
Etoliko,1785,light layer,0.39
Etoliko,1784,light layer,-0.16999999999999993
Etoliko,1783,light layer,0.030000000000000027
Etoliko,1782,light layer,0.2400000000000001
Etoliko,1781,light layer,-0.31000000000000005
Etoliko,1780,light layer,0.06999999999999995
Etoliko,1779,light layer,-0.28
Etoliko,1778,light layer,-0.050000000000000044
Etoliko,1777,light layer,-0.050000000000000044
Etoliko,1776,light layer,-0.21000000000000008
Etoliko,1775,light layer,0.06999999999999995
Etoliko,1774,light layer,-0.53
Etoliko,1773,light layer,0
Etoliko,1772,light layer,-0.16000000000000003
Etoliko,1771,light layer,0.35
Etoliko,1770,light layer,0.050000000000000044
Etoliko,1769,light layer,0.44999999999999996
Etoliko,1768,light layer,0
Etoliko,1767,light layer,-0.21000000000000002
Etoliko,1766,light layer,-0.06
Green Lake,1866,varve,-0.025009356141252104
Green Lake,1865,varve,-0.4499957320648751
Green Lake,1864,varve,1.7250888353415774
Green Lake,1863,varve,1.8250659896462549
Green Lake,1862,varve,0.10001302260126166
Green Lake,1861,varve,0.6750085833655561
Green Lake,1860,varve,-0.5499988160805174
Green Lake,1859,varve,-0.8750090539963065
Green Lake,1858,varve,1.1248872279847442
Green Lake,1857,varve,0.624992008998579
Green Lake,1856,varve,-0.10001302260126166
Green Lake,1855,varve,-0.47499520083632807
Green Lake,1854,varve,-0.3250081034753247
Green Lake,1853,varve,0.4500016662080164
Green Lake,1852,varve,-0.19998964308988665
Green Lake,1851,varve,-0.9750052417931125
Green Lake,1850,varve,0.7751310410022931
Green Lake,1849,varve,0.5999895544982994
Green Lake,1848,varve,0.37499425513351015
Green Lake,1847,varve,-0.4000144874423526
Green Lake,1846,varve,0.07499196722179935
Green Lake,1845,varve,-0.8500078726173219
Green Lake,1844,varve,-0.9250052750860953
Green Lake,1843,varve,0.27499424189531574
Green Lake,1842,varve,-1.1750015162955276
Green Lake,1841,varve,-0.9500010212181058
Green Lake,1840,varve,-0.9999972423078947
Green Lake,1839,varve,-0.024994967481064556
Green Lake,1838,varve,0.2750133727490285
Green Lake,1837,varve,1.3250859274010853
Green Lake,1836,varve,-0.099992844252488
Green Lake,1835,varve,0.27499424189531574
Green Lake,1834,varve,1.0748699879937604
Green Lake,1833,varve,2.500096076768254
Green Lake,1832,varve,-0.025002475632868615
Green Lake,1831,varve,0
Green Lake,1830,varve,0.9749625278530636
Green Lake,1829,varve,0.5249908277609099
Green Lake,1828,varve,0.4250042334719
Green Lake,1827,varve,-0.12500799008232621
Green Lake,1826,varve,-0.3999970570105109
Green Lake,1825,varve,0.44999841347995373
Green Lake,1824,varve,-0.099992844252488
Green Lake,1823,varve,-1.3000014162789446
Green Lake,1822,varve,-0.7250061501650411
Green Lake,1821,varve,-0.1749925386684641
Green Lake,1820,varve,0.5999970415175144
Green Lake,1819,varve,0.44999841347995373
Green Lake,1818,varve,0.7249968865162
Green Lake,1817,varve,-0.2999955184453522
Green Lake,1816,varve,0.27499424189531574
Green Lake,1815,varve,-0.10001302260126166
Green Lake,1814,varve,-0.3000026656911483
Green Lake,1813,varve,-0.32499763317221286
Green Lake,1812,varve,-0.175004989823061
Green Lake,1811,varve,0.8001384586430227
Green Lake,1810,varve,-0.4000029079404921
Green Lake,1809,varve,0
Green Lake,1808,varve,0.4249933383053488
Green Lake,1807,varve,0
Green Lake,1806,varve,-0.24999927441425118
Green Lake,1805,varve,0.6249689821057434
Green Lake,1804,varve,-0.17499726573797236
Green Lake,1803,varve,-0.4249918130827153
Green Lake,1802,varve,-0.09999697615734338
Green Lake,1801,varve,0.6998691060836508
Green Lake,1800,varve,1.5251034712005627
Green Lake,1799,varve,1.5501259876500235
Green Lake,1798,varve,0.29999218252392534
Green Lake,1797,varve,-0.35000260631065894
Green Lake,1796,varve,-0.8249863462062621
Green Lake,1795,varve,-0.2749963336977963
Green Lake,1794,varve,-0.324989126899367
Green Lake,1793,varve,-0.24995419829055798
Green Lake,1792,varve,-0.3999426020680379
Green Lake,1791,varve,-1.0249463831165304
Green Lake,1790,varve,0.3502115456788468
Green Lake,1789,varve,0.17473708649606978
Green Lake,1788,varve,-0.7001331601268497
Green Lake,1787,varve,0.025190197938362857
Green Lake,1786,varve,0.5501376666964255
Green Lake,1785,varve,0.05000023439392676
Green Lake,1784,varve,1.99997796220106
Green Lake,1783,varve,2.1998648090022423
Green Lake,1782,varve,0
Green Lake,1781,varve,1.4251220960139106
Green Lake,1780,varve,0.6751230960286474
Green Lake,1779,varve,-0.5749459860311434
Green Lake,1778,varve,0.9002197369082889
Green Lake,1777,varve,3.3003488370629395
Green Lake,1776,varve,0.07519043233228961
Green Lake,1775,varve,-0.5500049756726901
Green Lake,1774,varve,-0.6750162806895206
Green Lake,1773,varve,0.7249739498082177
Green Lake,1772,varve,-0.7500066061090918
Green Lake,1771,varve,-0.5750087114086708
Green Lake,1770,varve,-0.19999509252512482
Green Lake,1769,varve,-0.29999835680579734
Green Lake,1768,varve,1.624880963177148
Green Lake,1767,varve,0.2750133727490285
Green Lake,1766,varve,-0.175004989823061
Holzmaar,1866,varve,0
Holzmaar,1865,varve,-0.8571428571428572
Holzmaar,1864,varve,-0.6666666666666665
Holzmaar,1863,varve,-0.9523809523809521
Holzmaar,1862,varve,0.09523809523809534
Holzmaar,1861,varve,0.28571428571428603
Holzmaar,1860,varve,1.2380952380952377
Holzmaar,1859,varve,-0.3809523809523814
Holzmaar,1858,varve,0.8571428571428577
Holzmaar,1857,varve,0.4761904761904763
Holzmaar,1856,varve,0
Holzmaar,1855,varve,-1.6190476190476182
Holzmaar,1854,varve,1.333333333333334
Holzmaar,1853,varve,0.4761904761904763
Holzmaar,1852,varve,1.6190476190476195
Holzmaar,1851,varve,-1.2380952380952377
Holzmaar,1850,varve,1.142857142857142
Holzmaar,1849,varve,1.714285714285714
Holzmaar,1848,varve,0
Holzmaar,1847,varve,-0.9523809523809523
Holzmaar,1846,varve,-0.6666666666666665
Holzmaar,1845,varve,-0.6666666666666665
Holzmaar,1844,varve,0
Holzmaar,1843,varve,-0.3809523809523807
Holzmaar,1842,varve,-0.47619047619047605
Holzmaar,1841,varve,1.1428571428571428
Holzmaar,1840,varve,2.380952380952381
Holzmaar,1839,varve,-1.80952380952381
Holzmaar,1838,varve,-1.0476190476190474
Holzmaar,1837,varve,2.5714285714285716
Holzmaar,1836,varve,0.4761904761904763
Holzmaar,1835,varve,0.4761904761904763
Holzmaar,1834,varve,-0.38095238095238093
Holzmaar,1833,varve,0.09523809523809534
Holzmaar,1832,varve,0
Holzmaar,1831,varve,-0.9523809523809526
Holzmaar,1830,varve,-0.09523809523809534
Holzmaar,1829,varve,0
Holzmaar,1828,varve,2.4761904761904763
Holzmaar,1827,varve,5.809523809523809
Holzmaar,1826,varve,-1.9047619047619049
Holzmaar,1825,varve,-1.3333333333333333
Holzmaar,1824,varve,-0.6666666666666665
Holzmaar,1823,varve,-0.09523809523809534
Holzmaar,1822,varve,-1.0476190476190474
Holzmaar,1821,varve,4.19047619047619
Holzmaar,1820,varve,3.333333333333333
Holzmaar,1819,varve,25.333333333333336
Holzmaar,1818,varve,-0.19047619047619113
Holzmaar,1817,varve,1.2380952380952381
Holzmaar,1816,varve,0.19047619047619024
Holzmaar,1815,varve,1.2380952380952381
Holzmaar,1814,varve,-0.7619047619047614
Holzmaar,1813,varve,-0.3809523809523805
Holzmaar,1812,varve,0.19047619047619113
Holzmaar,1811,varve,-0.9523809523809517
Holzmaar,1810,varve,-0.9523809523809517
Holzmaar,1809,varve,0
Holzmaar,1808,varve,-1.0476190476190474
Holzmaar,1807,varve,0.6666666666666665
Holzmaar,1806,varve,1.619047619047619
Holzmaar,1805,varve,-0.4761904761904763
Holzmaar,1804,varve,0.8571428571428568
Holzmaar,1803,varve,0.9523809523809517
Holzmaar,1802,varve,-1.142857142857143
Holzmaar,1801,varve,0
Holzmaar,1800,varve,0
Holzmaar,1799,varve,0.3809523809523814
Holzmaar,1798,varve,0.4761904761904763
Holzmaar,1797,varve,-0.28571428571428603
Holzmaar,1796,varve,-0.4761904761904763
Holzmaar,1795,varve,-0.9523809523809523
Holzmaar,1794,varve,-1.0476190476190481
Holzmaar,1793,varve,0.3809523809523805
Holzmaar,1792,varve,0.4761904761904763
Holzmaar,1791,varve,-1.5238095238095237
Holzmaar,1790,varve,0
Holzmaar,1789,varve,-0.28571428571428514
Holzmaar,1788,varve,1.904761904761905
Holzmaar,1787,varve,2.095238095238095
Holzmaar,1786,varve,2.571428571428571
Holzmaar,1785,varve,0.09523809523809534
Holzmaar,1784,varve,-0.38095238095238093
Holzmaar,1783,varve,0.9523809523809526
Holzmaar,1782,varve,-0.19047619047619113
Holzmaar,1781,varve,-0.09523809523809534
Holzmaar,1780,varve,1.7142857142857144
Holzmaar,1779,varve,-0.5714285714285712
Holzmaar,1778,varve,0.09523809523809534
Holzmaar,1777,varve,0.1904761904761907
Holzmaar,1776,varve,-0.6666666666666665
Holzmaar,1775,varve,-0.2857142857142856
Holzmaar,1774,varve,0.38095238095238093
Holzmaar,1773,varve,0
Holzmaar,1772,varve,-0.09523809523809579
Holzmaar,1771,varve,1.1428571428571428
Holzmaar,1770,varve,1.047619047619048
Holzmaar,1769,varve,0.09523809523809579
Holzmaar,1768,varve,0.327380952380953
Holzmaar,1767,varve,-0.375
Holzmaar,1766,varve,0.25
Hvítárvatn_1,1866,varve,5.27
Hvítárvatn_1,1865,varve,0.16000000000000014
Hvítárvatn_1,1864,varve,1.9700000000000006
Hvítárvatn_1,1863,varve,-5.68
Hvítárvatn_1,1862,varve,-6.550000000000001
Hvítárvatn_1,1861,varve,-3.370000000000001
Hvítárvatn_1,1860,varve,-1.0200000000000014
Hvítárvatn_1,1859,varve,6.17
Hvítárvatn_1,1858,varve,-6.489999999999999
Hvítárvatn_1,1857,varve,2.610000000000001
Hvítárvatn_1,1856,varve,10.520000000000001
Hvítárvatn_1,1855,varve,8.98
Hvítárvatn_1,1854,varve,10.24
Hvítárvatn_1,1853,varve,7.679999999999998
Hvítárvatn_1,1852,varve,18.560000000000002
Hvítárvatn_1,1851,varve,3.209999999999999
Hvítárvatn_1,1850,varve,-3.2800000000000002
Hvítárvatn_1,1849,varve,0
Hvítárvatn_1,1848,varve,-1.33
Hvítárvatn_1,1847,varve,-5.260000000000001
Hvítárvatn_1,1846,varve,-2.08
Hvítárvatn_1,1845,varve,7.140000000000001
Hvítárvatn_1,1844,varve,0
Hvítárvatn_1,1843,varve,-1.0700000000000003
Hvítárvatn_1,1842,varve,3.5199999999999996
Hvítárvatn_1,1841,varve,3.26
Hvítárvatn_1,1840,varve,-2.5199999999999996
Hvítárvatn_1,1839,varve,-1.2199999999999989
Hvítárvatn_1,1838,varve,15.47
Hvítárvatn_1,1837,varve,-1.540000000000001
Hvítárvatn_1,1836,varve,2.51
Hvítárvatn_1,1835,varve,-1.9300000000000006
Hvítárvatn_1,1834,varve,2.459999999999999
Hvítárvatn_1,1833,varve,-4.59
Hvítárvatn_1,1832,varve,-2.88
Hvítárvatn_1,1831,varve,1.379999999999999
Hvítárvatn_1,1830,varve,-2.4300000000000006
Hvítárvatn_1,1829,varve,-3.83
Hvítárvatn_1,1828,varve,12.000000000000002
