lake_name,layer,age_CE,tresh_pos_z5,tresh_neg_z2_5,thickness,mm,mad,scaled_magnitude,scaled_magnitude_sign,record_label
Chala,light layer,1818,2.9999999999999996,2.220446049250313e-16,3.4,1,0.3999999999999999,6.000000000000001,positive,Chala - light layer
Chala,light layer,1787,2.6000000000000005,-0.10000000000000009,2.78,0.8,0.36000000000000004,5.499999999999999,positive,Chala - light layer
Chala,light layer,1768,1.9000000000000001,-0.20000000000000007,2,0.5,0.28,5.357142857142857,positive,Chala - light layer
Chevalier,dark layer,1851,1.2029999999999998,0.5355000000000001,0.533,0.758,0.08899999999999997,-2.52808988764045,negative,Chevalier - dark layer
Chevalier,dark layer,1805,1.2479999999999998,0.6255000000000001,1.428,0.833,0.08299999999999996,7.168674698795184,positive,Chevalier - dark layer
Chevalier,dark layer,1793,3.100999999999999,0.3260000000000002,3.175,1.251,0.3699999999999999,5.200000000000001,positive,Chevalier - dark layer
Chevalier,dark layer,1792,3.0409999999999995,0.3560000000000002,3.553,1.251,0.3579999999999999,6.430167597765365,positive,Chevalier - dark layer
Chevalier,dark layer,1791,3.1959999999999993,0.2785000000000002,3.207,1.251,0.3889999999999999,5.028277634961441,positive,Chevalier - dark layer
Donard,varve,1820,1.5699999999999998,0.2200000000000002,1.96,0.67,0.17999999999999994,7.16666666666667,positive,Donard - varve
East Lake_1,varve,1866,3.0999999999999996,0.48250000000000004,7.25,1.355,0.349,16.89111747851003,positive,East Lake_1 - varve
