age_BP,varve_thick,peaks_pos,peaks_neg,lake_name,age_CE
96,0.012985023685188318,0,0,Blue Lake,1854
97,-0.008260621782324385,0,0,Blue Lake,1853
98,0.004794860779339556,0,0,Blue Lake,1852
99,0.02688091027455992,0,0,Blue Lake,1851
100,0.040706957356776395,0,0,Blue Lake,1850
101,0.06496244690601519,0,0,Blue Lake,1849
102,0.015036884576680076,0,0,Blue Lake,1848
103,-0.01381003653822856,0,0,Blue Lake,1847
104,-0.017028369615677927,0,0,Blue Lake,1846
105,-0.011667671114816936,0,0,Blue Lake,1845
106,-0.004436352805038995,0,0,Blue Lake,1844
107,-0.007680275103907928,0,0,Blue Lake,1843
108,-0.013230595969660525,0,0,Blue Lake,1842
109,-0.009064098407470914,0,0,Blue Lake,1841
110,-0.0022010792164826425,0,0,Blue Lake,1840
111,-0.0023222375469476343,0,0,Blue Lake,1839
112,0.008071481768711811,0,0,Blue Lake,1838
113,0.002298587812394018,0,0,Blue Lake,1837
114,-0.0011427511634625014,0,0,Blue Lake,1836
115,0.01579521641865461,0,0,Blue Lake,1835
116,0.028839622447220742,0,0,Blue Lake,1834
117,-7.428928790408212e-4,0,0,Blue Lake,1833
118,-0.0050955469879358055,0,0,Blue Lake,1832
119,0.018298786639241827,0,0,Blue Lake,1831
120,-0.0012022259637152963,0,0,Blue Lake,1830
121,-0.008880164109230444,0,0,Blue Lake,1829
122,0.01695405405302418,0,0,Blue Lake,1828
123,0.15410090213388353,0,0,Blue Lake,1827
124,0.2626421791502778,0,0,Blue Lake,1826
125,0.060040583528658,0,0,Blue Lake,1825
126,-2.404532173172838e-4,0,0,Blue Lake,1824
127,0.0015828430847729842,0,0,Blue Lake,1823
128,2.3326829524504197e-4,0,0,Blue Lake,1822
129,-0.01134744534602524,0,0,Blue Lake,1821
130,-0.004958834186992552,0,0,Blue Lake,1820
131,0.014508081395959643,0,0,Blue Lake,1819
132,0.005481211000769495,0,0,Blue Lake,1818
133,-0.009071815060716807,0,0,Blue Lake,1817
134,-0.015922749503429826,0,0,Blue Lake,1816
135,-0.016632199404422867,0,0,Blue Lake,1815
136,3.971948323836308e-5,0,0,Blue Lake,1814
137,7.632949976284255e-4,0,0,Blue Lake,1813
138,-0.013710903210502475,0,0,Blue Lake,1812
139,0.01504785257008123,0,0,Blue Lake,1811
140,0.05719039528734546,0,0,Blue Lake,1810
141,-0.005242569261539796,0,0,Blue Lake,1809
142,-0.01984044795744082,0,1,Blue Lake,1808
143,-0.004982513888423697,0,0,Blue Lake,1807
144,0.015542262714476056,0,0,Blue Lake,1806
145,-0.006694563179079509,0,0,Blue Lake,1805
146,-0.014291170297914366,0,0,Blue Lake,1804
147,-2.1622868219657934e-4,0,0,Blue Lake,1803
148,0.013670852541732094,0,0,Blue Lake,1802
149,0.014830064486144986,0,0,Blue Lake,1801
150,0.010931037987326263,0,0,Blue Lake,1800
151,0.003343557562402396,0,0,Blue Lake,1799
152,0.006617732882714035,0,0,Blue Lake,1798
153,0.08678358626594165,0,0,Blue Lake,1797
154,0.11379140633212773,0,0,Blue Lake,1796
155,-0.002707889473898325,0,0,Blue Lake,1795
156,-0.008662793476981626,0,0,Blue Lake,1794
157,-0.01223131844475793,0,0,Blue Lake,1793
158,-0.013310555619350515,0,0,Blue Lake,1792
159,0.11378305767715201,0,0,Blue Lake,1791
160,0.08209355252397857,0,0,Blue Lake,1790
161,-0.002404048929426781,0,0,Blue Lake,1789
162,0.004692544501719239,0,0,Blue Lake,1788
163,-0.0039687965219254336,0,0,Blue Lake,1787
164,0.00372596009053993,0,0,Blue Lake,1786
165,0.016210845419141813,0,0,Blue Lake,1785
166,0.030807702745744948,0,0,Blue Lake,1784
167,0.06998242025255816,0,0,Blue Lake,1783
168,0.0275828019262923,0,0,Blue Lake,1782
169,-0.013272417631915504,0,0,Blue Lake,1781
170,-0.0136440274328752,0,0,Blue Lake,1780
171,-0.006792535749278381,0,0,Blue Lake,1779
172,0.010481797479374163,0,0,Blue Lake,1778
173,0.039418957882565026,0,0,Blue Lake,1777
174,0.008029152879929051,0,0,Blue Lake,1776
175,0.0012127636438177963,0,0,Blue Lake,1775
176,0.00867028472368541,0,0,Blue Lake,1774
177,0.03192228738478334,0,0,Blue Lake,1773
178,0.021099436770004955,0,0,Blue Lake,1772
179,0.0011024600308259976,0,0,Blue Lake,1771
180,0.009512102680370785,0,0,Blue Lake,1770
181,0.027219095784570553,0,0,Blue Lake,1769
182,0.006824134097986698,0,0,Blue Lake,1768
183,-0.004032197498687291,0,0,Blue Lake,1767
184,-7.494543260559289e-4,0,0,Blue Lake,1766
185,-0.014557364387441825,0,0,Blue Lake,1765
84,0.10867206759342214,0,0,C2,1866
85,0.0015170275787061809,0,0,C2,1865
86,-0.0014991095110877782,0,0,C2,1864
87,0.004609785015136213,0,0,C2,1863
88,0.027833169575992814,0,0,C2,1862
89,-0.0016393913205013655,0,0,C2,1861
90,-0.010650344528859105,0,0,C2,1860
91,-0.012088805808075462,0,0,C2,1859
92,0.028176873980186083,0,0,C2,1858
93,0.02738189758474968,0,0,C2,1857
94,-0.011542838521536057,0,0,C2,1856
95,0.008712183915855366,0,0,C2,1855
96,0.011995618874695167,0,0,C2,1854
97,0.004607483900851184,0,0,C2,1853
98,0.022396424403122506,0,0,C2,1852
99,3.756121176034799e-4,0,0,C2,1851
100,0.003930287706914115,0,0,C2,1850
101,0.004443165013573634,0,0,C2,1849
102,-0.02171959109286993,0,0,C2,1848
103,-0.02299431698600383,0,0,C2,1847
104,-0.023325054664082138,0,0,C2,1846
105,-0.01336271148220963,0,0,C2,1845
106,0.01379352353649635,0,0,C2,1844
107,0.07969577336201747,0,0,C2,1843
108,0.20745639198703614,0,0,C2,1842
109,0.07946165984767792,0,0,C2,1841
110,0.034256677309350086,0,0,C2,1840
111,-0.0035230901993553443,0,0,C2,1839
112,6.697351898897405e-4,0,0,C2,1838
113,0.04297037857386613,0,0,C2,1837
114,0.06347973096541412,0,0,C2,1836
115,0.1071679031998419,0,0,C2,1835
116,0.26855989881439685,0,0,C2,1834
117,0.09282163142526278,0,0,C2,1833
118,-0.017440735347302658,0,0,C2,1832
119,-0.022594531299215723,0,0,C2,1831
120,-0.019010874939140204,0,0,C2,1830
121,-0.011042302212286421,0,0,C2,1829
122,0.01955904421530641,0,0,C2,1828
123,-0.0035303842322627135,0,0,C2,1827
124,-0.012983022014505269,0,0,C2,1826
125,-0.013416831526946237,0,0,C2,1825
126,-0.024615908122303846,0,0,C2,1824
127,-0.0306462758409868,0,0,C2,1823
128,-0.03357064840681006,0,0,C2,1822
129,0.01472150504645469,0,0,C2,1821
130,0.027790531662610918,0,0,C2,1820
131,-0.006472490108740604,0,0,C2,1819
132,-0.003157281317476987,0,0,C2,1818
133,-0.012700920623323855,0,0,C2,1817
134,0.03234705133833549,0,0,C2,1816
135,0.11142374153808007,0,0,C2,1815
136,-0.007806731513241724,0,0,C2,1814
137,-8.306518691539658e-4,0,0,C2,1813
138,-0.001057755712423232,0,0,C2,1812
139,-0.03552486383906468,0,1,C2,1811
140,-0.026680659289336432,0,0,C2,1810
141,0.016477410475769144,0,0,C2,1809
142,0.07051614945364595,0,0,C2,1808
143,0.00236460814108759,0,0,C2,1807
144,-0.0348171788028949,0,0,C2,1806
145,-0.020908909469854933,0,0,C2,1805
146,0.058049858846707394,0,0,C2,1804
147,0.05808116391422522,0,0,C2,1803
148,0.030260592054714805,0,0,C2,1802
149,0.003978214496686304,0,0,C2,1801
150,9.122338618288359e-4,0,0,C2,1800
151,0.029844551080663674,0,0,C2,1799
152,0.15741562923229052,0,0,C2,1798
153,0.0706215215929272,0,0,C2,1797
154,0.062039984318279305,0,0,C2,1796
155,0.10225182258091324,0,0,C2,1795
156,-0.010282752555831484,0,0,C2,1794
157,-1.0400879684119291e-4,0,0,C2,1793
158,0.004631680357283424,0,0,C2,1792
159,-0.009770176161375085,0,0,C2,1791
160,0.1565707820778941,0,0,C2,1790
161,0.1711082326785989,0,0,C2,1789
162,-0.01939979763980253,0,0,C2,1788
163,-0.030198336903052854,0,0,C2,1787
164,-0.022908601109008376,0,0,C2,1786
165,0.03639767386500063,0,0,C2,1785
166,0.04395092697124216,0,0,C2,1784
167,-0.01556183321582437,0,0,C2,1783
168,-0.02226515970212313,0,0,C2,1782
169,-0.014984327598397393,0,0,C2,1781
170,-0.0232454184787364,0,0,C2,1780
171,-0.017519397581453308,0,0,C2,1779
172,-0.008685749473827241,0,0,C2,1778
173,0.21630757186514338,0,0,C2,1777
174,0.37916031206137984,0,0,C2,1776
175,0.00950327592252874,0,0,C2,1775
176,-0.007605225279679259,0,0,C2,1774
177,-0.02368390721504955,0,0,C2,1773
178,0.04997743868655997,0,0,C2,1772
179,0.11847941906492962,0,0,C2,1771
180,-0.008146719683234403,0,0,C2,1770
181,-0.03152684605893162,0,0,C2,1769
182,-0.03207821197901088,0,0,C2,1768
183,0.03590599840957838,0,0,C2,1767
184,0.23838030490779677,0,0,C2,1766
185,-0.062359726617995936,0,1,C2,1765
84,-0.1018105835713239,0,0,Chala,1866
85,-0.07649816669991938,0,0,Chala,1865
86,0.08479236493945327,0,0,Chala,1864
87,0.06405694445521234,0,0,Chala,1863
88,0.04729301916753939,0,0,Chala,1862
89,-0.011500275477724448,0,0,Chala,1861
90,-0.09432238830904048,0,0,Chala,1860
91,-0.08117202360090381,0,0,Chala,1859
92,-0.040047848651974194,0,0,Chala,1858
93,0.005051193496493744,0,0,Chala,1857
94,-0.0058738513904896955,0,0,Chala,1856
95,0.07517818968841682,0,0,Chala,1855
96,0.036208718137573634,0,0,Chala,1854
97,-0.08278045886695845,0,0,Chala,1853
98,-0.07678708445727962,0,0,Chala,1852
99,-0.048808335035673944,0,0,Chala,1851
100,0.13615936896927433,0,0,Chala,1850
101,0.3931206211079007,0,0,Chala,1849
102,-0.08591862249472819,0,0,Chala,1848
103,-0.11095060993991321,0,0,Chala,1847
104,-0.1099655392929896,0,0,Chala,1846
105,-0.10295265809754352,0,0,Chala,1845
106,-0.08990507089824812,0,0,Chala,1844
107,-0.04083481773722519,0,0,Chala,1843
108,0.2481898394759759,0,0,Chala,1842
109,0.12856223946568773,0,0,Chala,1841
110,0.05680064381641889,0,0,Chala,1840
111,0.014909856095086549,0,0,Chala,1839
112,-0.08408678749419154,0,0,Chala,1838
113,-0.08416603042934147,0,0,Chala,1837
114,-0.06631261484922304,0,0,Chala,1836
115,-0.09652498865098498,0,0,Chala,1835
116,-0.07581298478009779,0,0,Chala,1834
117,-0.06418882539437024,0,0,Chala,1833
118,-0.0726598031571076,0,0,Chala,1832
119,-0.053228471753768214,0,0,Chala,1831
120,0.05410785866737662,0,0,Chala,1830
121,0.4453573686899584,0,0,Chala,1829
122,0.024532701305631677,0,0,Chala,1828
123,0.0026529907219975113,0,0,Chala,1827
124,0.03574479157207289,0,0,Chala,1826
125,-0.06415977999558445,0,0,Chala,1825
126,-0.09502657693361888,0,0,Chala,1824
127,0.1041761683637421,0,0,Chala,1823
128,0.43947239687194983,0,0,Chala,1822
129,-0.02112668033057978,0,0,Chala,1821
130,0.25837834457660946,0,0,Chala,1820
131,1.2459786187956066,0,0,Chala,1819
132,0.38166101962487137,0,0,Chala,1818
133,0.03141392086815009,0,0,Chala,1817
134,0.09723074115503944,0,0,Chala,1816
135,0.1171108673383038,0,0,Chala,1815
136,0.009055213645924168,0,0,Chala,1814
137,-0.012931530221074308,0,0,Chala,1813
138,-0.07284185860039837,0,0,Chala,1812
139,-0.08266760878504575,0,0,Chala,1811
140,-0.010400793782626594,0,0,Chala,1810
141,0.031967096088300076,0,0,Chala,1809
142,-0.011555018389101307,0,0,Chala,1808
143,0.059041966753807226,0,0,Chala,1807
144,0.18576626825864362,0,0,Chala,1806
145,0.22062284333612203,0,0,Chala,1805
146,0.0816123062417549,0,0,Chala,1804
147,-0.06726964915039342,0,0,Chala,1803
148,-0.01603283498122736,0,0,Chala,1802
149,0.12530777577114252,0,0,Chala,1801
150,0.042732200821272465,0,0,Chala,1800
151,-0.007785803023898252,0,0,Chala,1799
152,-0.07028103988931783,0,0,Chala,1798
153,-0.07379839924983447,0,0,Chala,1797
154,-0.06538962495231387,0,0,Chala,1796
155,-0.034105924309853555,0,0,Chala,1795
156,0.11100202243023986,0,0,Chala,1794
157,0.11190082860213758,0,0,Chala,1793
158,-0.05541476140654658,0,0,Chala,1792
159,-0.02292270155078724,0,0,Chala,1791
160,0.2774223301067088,0,0,Chala,1790
161,0.20168235557891268,0,0,Chala,1789
162,0.3452253792080941,0,0,Chala,1788
163,0.4012168925508655,0,0,Chala,1787
164,0.11354765179263361,0,0,Chala,1786
165,-0.029896140725329312,0,0,Chala,1785
166,-0.05319613687436464,0,0,Chala,1784
167,-0.06840754552117957,0,0,Chala,1783
168,-0.07956856775899758,0,0,Chala,1782
169,-0.05370661097507219,0,0,Chala,1781
170,-0.025841863458198,0,0,Chala,1780
171,-0.016989367520848425,0,0,Chala,1779
172,-0.0501602765999465,0,0,Chala,1778
173,-0.044762656731882955,0,0,Chala,1777
174,-0.028601962931615224,0,0,Chala,1776
175,-0.04588135985541397,0,0,Chala,1775
176,0.03479804317605731,0,0,Chala,1774
177,0.08343710150276842,0,0,Chala,1773
178,0.01803885754879629,0,0,Chala,1772
179,0.10860866663875884,0,0,Chala,1771
180,0.10915389755492597,0,0,Chala,1770
181,0.12968422301222157,0,0,Chala,1769
182,0.3062103890164974,0,0,Chala,1768
183,7.426790200530942e-4,0,0,Chala,1767
184,-0.0637101679439376,0,0,Chala,1766
185,-0.08814183256238604,0,1,Chala,1765
84,-9.704926703190397e-4,0,0,DV09,1866
85,0.00854412571120022,0,0,DV09,1865
86,0.0032603260577727354,0,0,DV09,1864
87,-0.0053287861383256516,0,0,DV09,1863
88,-0.003909476585722365,0,0,DV09,1862
89,-7.854693399851724e-4,0,0,DV09,1861
90,-0.002049972086402358,0,0,DV09,1860
91,0.21063731025922913,0,0,DV09,1859
92,0.14705388389907936,1,0,DV09,1858
93,-0.012423814066217342,0,0,DV09,1857
94,-0.008957448549009784,0,0,DV09,1856
95,-0.008978917241465007,0,0,DV09,1855
96,-0.00913738308214512,0,0,DV09,1854
97,0.005017284827520591,0,0,DV09,1853
98,0.01747349727093949,0,0,DV09,1852
99,0.011923623754583206,0,0,DV09,1851
100,0.0700905640448943,0,0,DV09,1850
101,0.049739731375669116,1,0,DV09,1849
102,-0.006954492467587066,0,0,DV09,1848
103,-0.01174953997438435,0,0,DV09,1847
104,0.015011586412621094,0,0,DV09,1846
105,0.02751061453842442,0,0,DV09,1845
106,0.010521359300307755,0,0,DV09,1844
107,0.024317978885787597,0,0,DV09,1843
108,-0.0034313415832330878,0,0,DV09,1842
109,-0.01206740148311055,0,0,DV09,1841
110,0.0013234338481397136,0,0,DV09,1840
111,0.011958933000820654,0,0,DV09,1839
112,0.0024560977898267916,0,0,DV09,1838
113,0.0370344932877708,0,0,DV09,1837
114,0.0014424173094095862,0,0,DV09,1836
115,-0.020009354247003706,0,0,DV09,1835
116,-0.014391159632788777,0,0,DV09,1834
117,0.0016921838751996245,0,0,DV09,1833
118,0.03005494019509908,0,0,DV09,1832
119,0.039294229031123944,0,0,DV09,1831
120,-8.880936486727053e-4,0,0,DV09,1830
121,-0.0020902729379454824,0,0,DV09,1829
122,-4.659358553267788e-4,0,0,DV09,1828
123,-0.007875134563767247,0,0,DV09,1827
124,0.04057104337618386,0,0,DV09,1826
125,0.02397071954687495,0,0,DV09,1825
126,8.946362862857979e-4,0,0,DV09,1824
127,-0.002176572743160573,0,0,DV09,1823
128,-0.023210118892935765,0,0,DV09,1822
129,-0.02597650390125908,0,0,DV09,1821
130,-0.01999142041615744,0,0,DV09,1820
131,-0.015882637868690645,0,0,DV09,1819
132,-0.020354013989097017,0,0,DV09,1818
133,-0.017829280700731948,0,0,DV09,1817
134,-0.01079960736951949,0,0,DV09,1816
135,0.0010441456600884212,0,0,DV09,1815
136,0.1320995499153444,0,0,DV09,1814
137,0.17970281016013728,0,0,DV09,1813
138,0.07938776962815122,0,0,DV09,1812
139,0.09405296070545516,0,0,DV09,1811
140,0.04121140778022998,0,0,DV09,1810
