lake_name,lat,lon,age_CE,layer,thickness,source,ref,country,continent,anomaly,value_of_anomaly,unit4anomaly
Lake DV09,75.57438656,-89.30943311,1996,varve,4.135,VARDA,"Courtney Mustaphi, C.J. & Gajewski, K., 2013. Holocene sediments from a coastal lake on northern Devon Island, Nunavut, Canada O. Lian, ed. Canadian Journal of Earth Sciences, 50(5), pp.564–575. Available at: http://dx.doi.org/10.1139/cjes-2012-0143.",NA,NA,Summer temperature in 1816,-0.8485476050046259,°C
Lake DV09,75.57438656,-89.30943311,1996,varve,4.135,VARDA,"Courtney Mustaphi, C.J. & Gajewski, K., 2013. Holocene sediments from a coastal lake on northern Devon Island, Nunavut, Canada O. Lian, ed. Canadian Journal of Earth Sciences, 50(5), pp.564–575. Available at: http://dx.doi.org/10.1139/cjes-2012-0143.",NA,NA,Summer precipitation in 1816,98.64806914545584,%
Lake DV09,75.57438656,-89.30943311,1996,varve,4.135,VARDA,"Courtney Mustaphi, C.J. & Gajewski, K., 2013. Holocene sediments from a coastal lake on northern Devon Island, Nunavut, Canada O. Lian, ed. Canadian Journal of Earth Sciences, 50(5), pp.564–575. Available at: http://dx.doi.org/10.1139/cjes-2012-0143.",NA,NA,Winter temperature in 1816/1817,-2.2513356728128713,°C
Lake DV09,75.57438656,-89.30943311,1996,varve,4.135,VARDA,"Courtney Mustaphi, C.J. & Gajewski, K., 2013. Holocene sediments from a coastal lake on northern Devon Island, Nunavut, Canada O. Lian, ed. Canadian Journal of Earth Sciences, 50(5), pp.564–575. Available at: http://dx.doi.org/10.1139/cjes-2012-0143.",NA,NA,Winter precipitation in 1816/1817,74.08421931978032,%
Lehmilampi,63.628294,29.102242,2004,varve,3.05,VARDA,"HALTIAHOVI, E., SAARINEN, T. & KUKKONEN, M., 2007. A 2000-year record of solar forcing on varved lake sediment in eastern Finland. Quaternary Science Reviews, 26(5-6), pp.678–689. Available at: http://dx.doi.org/10.1016/j.quascirev.2006.11.005.",Finland,Europe,Summer temperature in 1816,0.5318331576810351,°C
Lehmilampi,63.628294,29.102242,2004,varve,3.05,VARDA,"HALTIAHOVI, E., SAARINEN, T. & KUKKONEN, M., 2007. A 2000-year record of solar forcing on varved lake sediment in eastern Finland. Quaternary Science Reviews, 26(5-6), pp.678–689. Available at: http://dx.doi.org/10.1016/j.quascirev.2006.11.005.",Finland,Europe,Summer precipitation in 1816,82.9828244941872,%
Lehmilampi,63.628294,29.102242,2004,varve,3.05,VARDA,"HALTIAHOVI, E., SAARINEN, T. & KUKKONEN, M., 2007. A 2000-year record of solar forcing on varved lake sediment in eastern Finland. Quaternary Science Reviews, 26(5-6), pp.678–689. Available at: http://dx.doi.org/10.1016/j.quascirev.2006.11.005.",Finland,Europe,Winter temperature in 1816/1817,1.7048467252120645,°C
Lehmilampi,63.628294,29.102242,2004,varve,3.05,VARDA,"HALTIAHOVI, E., SAARINEN, T. & KUKKONEN, M., 2007. A 2000-year record of solar forcing on varved lake sediment in eastern Finland. Quaternary Science Reviews, 26(5-6), pp.678–689. Available at: http://dx.doi.org/10.1016/j.quascirev.2006.11.005.",Finland,Europe,Winter precipitation in 1816/1817,98.65263878301772,%
Linnévatnet,78.0447222,13.8072222,2017,varve,2.52017,ADC,"Lapointe, F., Retelle, M., Bradley, R.S., Farnsworth, W.R., Støren, E., Cook, T., Rosario, J., 2023. Multi-proxy evidence of unprecedented hydroclimatic change in a high Arctic proglacial lake: Linnévatnet, Svalbard. Arctic, Antarctic, and Alpine Research 55, 2223403. https://doi.org/10.1080/15230430.2023.2223403",Norway,Europe,Summer temperature in 1816,-0.19067604392279236,°C
Linnévatnet,78.0447222,13.8072222,2017,varve,2.52017,ADC,"Lapointe, F., Retelle, M., Bradley, R.S., Farnsworth, W.R., Støren, E., Cook, T., Rosario, J., 2023. Multi-proxy evidence of unprecedented hydroclimatic change in a high Arctic proglacial lake: Linnévatnet, Svalbard. Arctic, Antarctic, and Alpine Research 55, 2223403. https://doi.org/10.1080/15230430.2023.2223403",Norway,Europe,Summer precipitation in 1816,99.91123848839686,%
Linnévatnet,78.0447222,13.8072222,2017,varve,2.52017,ADC,"Lapointe, F., Retelle, M., Bradley, R.S., Farnsworth, W.R., Støren, E., Cook, T., Rosario, J., 2023. Multi-proxy evidence of unprecedented hydroclimatic change in a high Arctic proglacial lake: Linnévatnet, Svalbard. Arctic, Antarctic, and Alpine Research 55, 2223403. https://doi.org/10.1080/15230430.2023.2223403",Norway,Europe,Winter temperature in 1816/1817,-1.303847511215963,°C
Linnévatnet,78.0447222,13.8072222,2017,varve,2.52017,ADC,"Lapointe, F., Retelle, M., Bradley, R.S., Farnsworth, W.R., Støren, E., Cook, T., Rosario, J., 2023. Multi-proxy evidence of unprecedented hydroclimatic change in a high Arctic proglacial lake: Linnévatnet, Svalbard. Arctic, Antarctic, and Alpine Research 55, 2223403. https://doi.org/10.1080/15230430.2023.2223403",Norway,Europe,Winter precipitation in 1816/1817,98.22516838194248,%
Lower Murray Lake,81.332754,-69.551021,2004,varve,2.127,VARDA,"Cook, T.L. et al., 2008. Five thousand years of sediment transfer in a high arctic watershed recorded in annually laminated sediments from Lower Murray Lake, Ellesmere Island, Nunavut, Canada. Journal of Paleolimnology, 41(1), pp.77–94. Available at: http://dx.doi.org/10.1007/s10933-008-9252-0.",Canada,North America,Summer temperature in 1816,-0.4955962026866701,°C
Lower Murray Lake,81.332754,-69.551021,2004,varve,2.127,VARDA,"Cook, T.L. et al., 2008. Five thousand years of sediment transfer in a high arctic watershed recorded in annually laminated sediments from Lower Murray Lake, Ellesmere Island, Nunavut, Canada. Journal of Paleolimnology, 41(1), pp.77–94. Available at: http://dx.doi.org/10.1007/s10933-008-9252-0.",Canada,North America,Summer precipitation in 1816,100.42370804784292,%
Lower Murray Lake,81.332754,-69.551021,2004,varve,2.127,VARDA,"Cook, T.L. et al., 2008. Five thousand years of sediment transfer in a high arctic watershed recorded in annually laminated sediments from Lower Murray Lake, Ellesmere Island, Nunavut, Canada. Journal of Paleolimnology, 41(1), pp.77–94. Available at: http://dx.doi.org/10.1007/s10933-008-9252-0.",Canada,North America,Winter temperature in 1816/1817,-1.0943709269608632,°C
Lower Murray Lake,81.332754,-69.551021,2004,varve,2.127,VARDA,"Cook, T.L. et al., 2008. Five thousand years of sediment transfer in a high arctic watershed recorded in annually laminated sediments from Lower Murray Lake, Ellesmere Island, Nunavut, Canada. Journal of Paleolimnology, 41(1), pp.77–94. Available at: http://dx.doi.org/10.1007/s10933-008-9252-0.",Canada,North America,Winter precipitation in 1816/1817,97.88766308795796,%
Montcortès,42.33158,0.99491,1600,light layer,0.4,PANGAEA,"Vegas-Vilarrúbia, Teresa; Corella, Juan Pablo; Sigro, Javier; Rull, Valentí; Dorado-Liñan, Isabel; Valero-Garcés, Blas L; Gutiérrez-Merino, Emilia (2022): Estimated autumn precipitation anomalies in the Central Pyrenees between 1500 and 2002 CE, based on the varved sediments of Lake Montcortès [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.949593",Spain,Europe,Summer temperature in 1816,-2.142663332495374,°C
Montcortès,42.33158,0.99491,1600,light layer,0.4,PANGAEA,"Vegas-Vilarrúbia, Teresa; Corella, Juan Pablo; Sigro, Javier; Rull, Valentí; Dorado-Liñan, Isabel; Valero-Garcés, Blas L; Gutiérrez-Merino, Emilia (2022): Estimated autumn precipitation anomalies in the Central Pyrenees between 1500 and 2002 CE, based on the varved sediments of Lake Montcortès [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.949593",Spain,Europe,Summer precipitation in 1816,94.33500923450516,%
Montcortès,42.33158,0.99491,1600,light layer,0.4,PANGAEA,"Vegas-Vilarrúbia, Teresa; Corella, Juan Pablo; Sigro, Javier; Rull, Valentí; Dorado-Liñan, Isabel; Valero-Garcés, Blas L; Gutiérrez-Merino, Emilia (2022): Estimated autumn precipitation anomalies in the Central Pyrenees between 1500 and 2002 CE, based on the varved sediments of Lake Montcortès [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.949593",Spain,Europe,Winter temperature in 1816/1817,0.5377792509475512,°C
Montcortès,42.33158,0.99491,1600,light layer,0.4,PANGAEA,"Vegas-Vilarrúbia, Teresa; Corella, Juan Pablo; Sigro, Javier; Rull, Valentí; Dorado-Liñan, Isabel; Valero-Garcés, Blas L; Gutiérrez-Merino, Emilia (2022): Estimated autumn precipitation anomalies in the Central Pyrenees between 1500 and 2002 CE, based on the varved sediments of Lake Montcortès [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.949593",Spain,Europe,Winter precipitation in 1816/1817,90.44209574811484,%
Nar Gölü,38.340367,34.456106,2001,light layer,0.132,author,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",Turkey,Asia,Summer temperature in 1816,-0.8468102181312247,°C
Nar Gölü,38.340367,34.456106,2001,light layer,0.132,author,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",Turkey,Asia,Summer precipitation in 1816,216.88020719579896,%
Nar Gölü,38.340367,34.456106,2001,light layer,0.132,author,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",Turkey,Asia,Winter temperature in 1816/1817,-0.4480970527473005,°C
Nar Gölü,38.340367,34.456106,2001,light layer,0.132,author,"Woodbridge, Jessie, Ph.D. thesis, University of Plymouth ‘Late Holocene lake diatom-inferred palaeoclimate from central Turkey'. 2009",Turkey,Asia,Winter precipitation in 1816/1817,104.56124809220212,%
Nautajärvi,61.8,24.6833,1995,dark_thick,37.496,NOAA,"Ojala, A.E.K. and T. Alenius.  2005. 10 000 years of interannual sedimentation recorded in the Lake Nautajärvi (Finland) clastic–organic varves.  
Palaeogeography, Palaeoclimatology, Palaeoecology, 219(3-4), 285-302, available at: doi:10.1016/j.palaeo.2005.01.002",Finland,Europe,Summer temperature in 1816,0.31616462732694117,°C
Nautajärvi,61.8,24.6833,1995,dark_thick,37.496,NOAA,"Ojala, A.E.K. and T. Alenius.  2005. 10 000 years of interannual sedimentation recorded in the Lake Nautajärvi (Finland) clastic–organic varves.  
Palaeogeography, Palaeoclimatology, Palaeoecology, 219(3-4), 285-302, available at: doi:10.1016/j.palaeo.2005.01.002",Finland,Europe,Summer precipitation in 1816,93.12038464102592,%
Nautajärvi,61.8,24.6833,1995,dark_thick,37.496,NOAA,"Ojala, A.E.K. and T. Alenius.  2005. 10 000 years of interannual sedimentation recorded in the Lake Nautajärvi (Finland) clastic–organic varves.  
Palaeogeography, Palaeoclimatology, Palaeoecology, 219(3-4), 285-302, available at: doi:10.1016/j.palaeo.2005.01.002",Finland,Europe,Winter temperature in 1816/1817,2.1987147567296006,°C
Nautajärvi,61.8,24.6833,1995,dark_thick,37.496,NOAA,"Ojala, A.E.K. and T. Alenius.  2005. 10 000 years of interannual sedimentation recorded in the Lake Nautajärvi (Finland) clastic–organic varves.  
Palaeogeography, Palaeoclimatology, Palaeoecology, 219(3-4), 285-302, available at: doi:10.1016/j.palaeo.2005.01.002",Finland,Europe,Winter precipitation in 1816/1817,107.2189705052543,%
Oeschinen,46.49841108,7.727444995,2008,varve,2.61,VARDA,"Amann, B., Szidat, S. & Grosjean, M., 2015. A millennial-long record of warm season precipitation and flood frequency for the North-western Alps inferred from varved lake sediments: implications for the future. Quaternary Science Reviews, 115, pp.89–100. Available at: http://dx.doi.org/10.1016/j.quascirev.2015.03.002.",Switzerland,Europe,Summer temperature in 1816,-2.704092095000533,°C
Oeschinen,46.49841108,7.727444995,2008,varve,2.61,VARDA,"Amann, B., Szidat, S. & Grosjean, M., 2015. A millennial-long record of warm season precipitation and flood frequency for the North-western Alps inferred from varved lake sediments: implications for the future. Quaternary Science Reviews, 115, pp.89–100. Available at: http://dx.doi.org/10.1016/j.quascirev.2015.03.002.",Switzerland,Europe,Summer precipitation in 1816,118.58301502777329,%
Oeschinen,46.49841108,7.727444995,2008,varve,2.61,VARDA,"Amann, B., Szidat, S. & Grosjean, M., 2015. A millennial-long record of warm season precipitation and flood frequency for the North-western Alps inferred from varved lake sediments: implications for the future. Quaternary Science Reviews, 115, pp.89–100. Available at: http://dx.doi.org/10.1016/j.quascirev.2015.03.002.",Switzerland,Europe,Winter temperature in 1816/1817,1.6051909695364088,°C
Oeschinen,46.49841108,7.727444995,2008,varve,2.61,VARDA,"Amann, B., Szidat, S. & Grosjean, M., 2015. A millennial-long record of warm season precipitation and flood frequency for the North-western Alps inferred from varved lake sediments: implications for the future. Quaternary Science Reviews, 115, pp.89–100. Available at: http://dx.doi.org/10.1016/j.quascirev.2015.03.002.",Switzerland,Europe,Winter precipitation in 1816/1817,98.52241966433672,%
Ogac,62.84315905,-67.3401148,1991,light layer,0.58,VARDA,"Hughen, K.A., 2009. NOAA/WDS Paleoclimatology - Ogac Lake, Baffin Island 2,000 Year Varve Thickness Data. [indicate subset used]. NOAA National Centers for Environmental Information. Available at: https://doi.org/10.25921/aqex-w486.",Canada,North America,Summer temperature in 1816,-1.6014859542594877,°C
Ogac,62.84315905,-67.3401148,1991,light layer,0.58,VARDA,"Hughen, K.A., 2009. NOAA/WDS Paleoclimatology - Ogac Lake, Baffin Island 2,000 Year Varve Thickness Data. [indicate subset used]. NOAA National Centers for Environmental Information. Available at: https://doi.org/10.25921/aqex-w486.",Canada,North America,Summer precipitation in 1816,100.06313228571383,%
Ogac,62.84315905,-67.3401148,1991,light layer,0.58,VARDA,"Hughen, K.A., 2009. NOAA/WDS Paleoclimatology - Ogac Lake, Baffin Island 2,000 Year Varve Thickness Data. [indicate subset used]. NOAA National Centers for Environmental Information. Available at: https://doi.org/10.25921/aqex-w486.",Canada,North America,Winter temperature in 1816/1817,-5.963435106938448,°C
Ogac,62.84315905,-67.3401148,1991,light layer,0.58,VARDA,"Hughen, K.A., 2009. NOAA/WDS Paleoclimatology - Ogac Lake, Baffin Island 2,000 Year Varve Thickness Data. [indicate subset used]. NOAA National Centers for Environmental Information. Available at: https://doi.org/10.25921/aqex-w486.",Canada,North America,Winter precipitation in 1816/1817,62.682071944429296,%
Plomo,-47.00474848,-72.91217386,1960,varve,2.294,VARDA,"Elbert, J. et al., 2015. A 600 years warm-season temperature record from varved sediments of Lago Plomo, Northern Patagonia, Chile (47°S). Quaternary International, 377, pp.28–37. Available at: http://dx.doi.org/10.1016/j.quaint.2015.01.004.",Chile,South America,Summer temperature in 1816,-0.32955650606567133,°C
Plomo,-47.00474848,-72.91217386,1960,varve,2.294,VARDA,"Elbert, J. et al., 2015. A 600 years warm-season temperature record from varved sediments of Lago Plomo, Northern Patagonia, Chile (47°S). Quaternary International, 377, pp.28–37. Available at: http://dx.doi.org/10.1016/j.quaint.2015.01.004.",Chile,South America,Summer precipitation in 1816,91.76756606684012,%
Plomo,-47.00474848,-72.91217386,1960,varve,2.294,VARDA,"Elbert, J. et al., 2015. A 600 years warm-season temperature record from varved sediments of Lago Plomo, Northern Patagonia, Chile (47°S). Quaternary International, 377, pp.28–37. Available at: http://dx.doi.org/10.1016/j.quaint.2015.01.004.",Chile,South America,Winter temperature in 1816/1817,0.4200524056312247,°C
Plomo,-47.00474848,-72.91217386,1960,varve,2.294,VARDA,"Elbert, J. et al., 2015. A 600 years warm-season temperature record from varved sediments of Lago Plomo, Northern Patagonia, Chile (47°S). Quaternary International, 377, pp.28–37. Available at: http://dx.doi.org/10.1016/j.quaint.2015.01.004.",Chile,South America,Winter precipitation in 1816/1817,93.14575458792233,%
Sawtooth,79.3493947,-83.92352535,1999,varve,1.111,VARDA,"Francus, P. et al., 2002. Paleoclimate studies of minerogenic sediments using annually resolved textural parameters. Geophysical Research Letters, 29(20), pp.59–1–59–4. Available at: http://dx.doi.org/10.1029/2002GL015082.",Canada,North America,Summer temperature in 1816,-0.6507934973184888,°C
Sawtooth,79.3493947,-83.92352535,1999,varve,1.111,VARDA,"Francus, P. et al., 2002. Paleoclimate studies of minerogenic sediments using annually resolved textural parameters. Geophysical Research Letters, 29(20), pp.59–1–59–4. Available at: http://dx.doi.org/10.1029/2002GL015082.",Canada,North America,Summer precipitation in 1816,104.1589431464418,%
Sawtooth,79.3493947,-83.92352535,1999,varve,1.111,VARDA,"Francus, P. et al., 2002. Paleoclimate studies of minerogenic sediments using annually resolved textural parameters. Geophysical Research Letters, 29(20), pp.59–1–59–4. Available at: http://dx.doi.org/10.1029/2002GL015082.",Canada,North America,Winter temperature in 1816/1817,-0.9885407501321596,°C
Sawtooth,79.3493947,-83.92352535,1999,varve,1.111,VARDA,"Francus, P. et al., 2002. Paleoclimate studies of minerogenic sediments using annually resolved textural parameters. Geophysical Research Letters, 29(20), pp.59–1–59–4. Available at: http://dx.doi.org/10.1029/2002GL015082.",Canada,North America,Winter precipitation in 1816/1817,97.0811639103404,%
Skilak,60.4019845346655,-150.304341827754,2012,varve,2.37,GSA,"Boes, E., Van Daele, M., Moernaut, J., Schmidt, S., Jensen, B.J.L., Praet, N., Kaufman, D., Haeussler, P., Loso, M.G., De Batist, M., 2017. Varve formation during the past three centuries in three large proglacial lakes in south-central Alaska. GSA Bulletin 130, 757–774.",United States,North America,Summer temperature in 1816,0.5527619717537959,°C
Skilak,60.4019845346655,-150.304341827754,2012,varve,2.37,GSA,"Boes, E., Van Daele, M., Moernaut, J., Schmidt, S., Jensen, B.J.L., Praet, N., Kaufman, D., Haeussler, P., Loso, M.G., De Batist, M., 2017. Varve formation during the past three centuries in three large proglacial lakes in south-central Alaska. GSA Bulletin 130, 757–774.",United States,North America,Summer precipitation in 1816,84.01258292454695,%
Skilak,60.4019845346655,-150.304341827754,2012,varve,2.37,GSA,"Boes, E., Van Daele, M., Moernaut, J., Schmidt, S., Jensen, B.J.L., Praet, N., Kaufman, D., Haeussler, P., Loso, M.G., De Batist, M., 2017. Varve formation during the past three centuries in three large proglacial lakes in south-central Alaska. GSA Bulletin 130, 757–774.",United States,North America,Winter temperature in 1816/1817,-0.13265502728251022,°C
Skilak,60.4019845346655,-150.304341827754,2012,varve,2.37,GSA,"Boes, E., Van Daele, M., Moernaut, J., Schmidt, S., Jensen, B.J.L., Praet, N., Kaufman, D., Haeussler, P., Loso, M.G., De Batist, M., 2017. Varve formation during the past three centuries in three large proglacial lakes in south-central Alaska. GSA Bulletin 130, 757–774.",United States,North America,Winter precipitation in 1816/1817,83.5210829559029,%
Upper Sopper,62.9166667,-69.53,1992,dark_thick,0.233285,NOAA,"Hughen, K.A., Overpeck, J.T. and Anderson, R.F., 2000. Recent Warming in a 500-Year Paleotemperature Record from Varved Sediments: Upper Soper Lake, Baffin Island, Canada, The Holocene, 10(1), 9-19. Availible at: https://doi.org/10.1191/095968300676746202.",Canada,North America,Summer temperature in 1816,-1.5337906135583808,°C
Upper Sopper,62.9166667,-69.53,1992,dark_thick,0.233285,NOAA,"Hughen, K.A., Overpeck, J.T. and Anderson, R.F., 2000. Recent Warming in a 500-Year Paleotemperature Record from Varved Sediments: Upper Soper Lake, Baffin Island, Canada, The Holocene, 10(1), 9-19. Availible at: https://doi.org/10.1191/095968300676746202.",Canada,North America,Summer precipitation in 1816,101.18667017060004,%
Upper Sopper,62.9166667,-69.53,1992,dark_thick,0.233285,NOAA,"Hughen, K.A., Overpeck, J.T. and Anderson, R.F., 2000. Recent Warming in a 500-Year Paleotemperature Record from Varved Sediments: Upper Soper Lake, Baffin Island, Canada, The Holocene, 10(1), 9-19. Availible at: https://doi.org/10.1191/095968300676746202.",Canada,North America,Winter temperature in 1816/1817,-4.710360838635154,°C
Upper Sopper,62.9166667,-69.53,1992,dark_thick,0.233285,NOAA,"Hughen, K.A., Overpeck, J.T. and Anderson, R.F., 2000. Recent Warming in a 500-Year Paleotemperature Record from Varved Sediments: Upper Soper Lake, Baffin Island, Canada, The Holocene, 10(1), 9-19. Availible at: https://doi.org/10.1191/095968300676746202.",Canada,North America,Winter precipitation in 1816/1817,70.87018368862766,%
Żabińskie,54.1318,21.9836,2011,light layer,0.702,author,"Żarczynski, M., Wacnik, A., Tylmann, W., 2019. Tracing lake mixing and oxygenation regime using the Fe/Mn ratio in varved sediments: 2000year-long record of human-induced changes from Lake Zabinskie (NE Poland). Science of the Total Environment 657, 585–596. Available at: https://doi.org/10.1016/j.scitotenv.2018.12.078
",Poland,Europe,Summer temperature in 1816,-0.5361413735367364,°C
Żabińskie,54.1318,21.9836,2011,light layer,0.702,author,"Żarczynski, M., Wacnik, A., Tylmann, W., 2019. Tracing lake mixing and oxygenation regime using the Fe/Mn ratio in varved sediments: 2000year-long record of human-induced changes from Lake Zabinskie (NE Poland). Science of the Total Environment 657, 585–596. Available at: https://doi.org/10.1016/j.scitotenv.2018.12.078
",Poland,Europe,Summer precipitation in 1816,120.59738318206747,%
Żabińskie,54.1318,21.9836,2011,light layer,0.702,author,"Żarczynski, M., Wacnik, A., Tylmann, W., 2019. Tracing lake mixing and oxygenation regime using the Fe/Mn ratio in varved sediments: 2000year-long record of human-induced changes from Lake Zabinskie (NE Poland). Science of the Total Environment 657, 585–596. Available at: https://doi.org/10.1016/j.scitotenv.2018.12.078
",Poland,Europe,Winter temperature in 1816/1817,3.2996461572426483,°C
Żabińskie,54.1318,21.9836,2011,light layer,0.702,author,"Żarczynski, M., Wacnik, A., Tylmann, W., 2019. Tracing lake mixing and oxygenation regime using the Fe/Mn ratio in varved sediments: 2000year-long record of human-induced changes from Lake Zabinskie (NE Poland). Science of the Total Environment 657, 585–596. Available at: https://doi.org/10.1016/j.scitotenv.2018.12.078
",Poland,Europe,Winter precipitation in 1816/1817,105.64791673033224,%
